board_version,candidate_mode,player_id,player_name,position,component_name,receipt_class,raw_value,normalized_value,weight_transformation,source_file_function,source_data_artifact,source_gate_status,production_review_display_blocked_classification,identity_caveat_flags,leakage_caveat_flags,missingness_flag,receipt_hash_or_build_id,receipt_status,caveat
model_v4_full_player_board_value_0.1.0,wr_qb_v2_candidate,9488,Jaxon Smith-Njigba,WR,candidate_mode_stamp,observed_final_board_field_not_upstream_component,wr_qb_v2_candidate,wr_qb_v2_candidate,row-level candidate mode stamp,src/services/model_v4_wr_qb_v2_candidate_service.py::_candidate_rows,C:\NWR\Niners-War-Room\local_exports\model_v4\current_value\latest\full_player_board_value_review_rows.csv,candidate_review_only_not_active_rankings,candidate_review_only_not_active_rankings,identity_not_revalidated_in_this_lane,current_only_not_historical_replay_safe,value_present,ebdbe8644394d623bb77dd17ed00f1691fe62d9c39a628606d8de6c6a22636e7:8afc41e113fbc3ad99f6ab8a6aa178a5f4fe9d3faea6022ef5fdf2981e19e53f,observed_only,This records a value already present in the final board; it does not reconstruct checkpoint/component math.
model_v4_full_player_board_value_0.1.0,wr_qb_v2_candidate,9488,Jaxon Smith-Njigba,WR,candidate_nwr_rank,observed_final_board_field_not_upstream_component,2,2,candidate rank assigned after candidate score sort,src/services/model_v4_wr_qb_v2_candidate_service.py::_assign_candidate_ranks,C:\NWR\Niners-War-Room\local_exports\model_v4\current_value\latest\full_player_board_value_review_rows.csv,candidate_review_only_not_active_rankings,candidate_review_only_not_active_rankings,identity_not_revalidated_in_this_lane,current_only_not_historical_replay_safe,value_present,ebdbe8644394d623bb77dd17ed00f1691fe62d9c39a628606d8de6c6a22636e7:74a348dc93c22a0a597ce8eed2b3f4bb005e5accba8c565566c491e55e6ca4e1,observed_only,This records a value already present in the final board; it does not reconstruct checkpoint/component math.
model_v4_full_player_board_value_0.1.0,wr_qb_v2_candidate,9488,Jaxon Smith-Njigba,WR,candidate_nwr_dynasty_score,observed_final_board_field_not_upstream_component,82.5714,82.5714,observed final candidate score,src/services/model_v4_wr_qb_v2_candidate_service.py::_candidate_rows,C:\NWR\Niners-War-Room\local_exports\model_v4\current_value\latest\full_player_board_value_review_rows.csv,candidate_review_only_not_active_rankings,candidate_review_only_not_active_rankings,identity_not_revalidated_in_this_lane,current_only_not_historical_replay_safe,value_present,ebdbe8644394d623bb77dd17ed00f1691fe62d9c39a628606d8de6c6a22636e7:8e3693ba731bf263fd26bead024616058864fd5fc098e7e6414ac6e05f393477,observed_only,This records a value already present in the final board; it does not reconstruct checkpoint/component math.
model_v4_full_player_board_value_0.1.0,wr_qb_v2_candidate,9488,Jaxon Smith-Njigba,WR,base_nwr_rank,observed_final_board_field_not_upstream_component,2,2,observed base rank copied into final candidate board,src/services/model_v4_wr_qb_v2_candidate_service.py::_candidate_rows,C:\NWR\Niners-War-Room\local_exports\model_v4\current_value\latest\full_player_board_value_review_rows.csv,candidate_review_only_not_active_rankings,candidate_review_only_not_active_rankings,identity_not_revalidated_in_this_lane,current_only_not_historical_replay_safe,value_present,ebdbe8644394d623bb77dd17ed00f1691fe62d9c39a628606d8de6c6a22636e7:e58a01d65c4bf91d3e7d09186b9b46a4b94b5c51abb8ece1ab7a2057253b07ae,observed_only,This records a value already present in the final board; it does not reconstruct checkpoint/component math.
model_v4_full_player_board_value_0.1.0,wr_qb_v2_candidate,9488,Jaxon Smith-Njigba,WR,base_nwr_dynasty_score,observed_final_board_field_not_upstream_component,82.5714,82.5714,observed base score copied into final candidate board,src/services/model_v4_wr_qb_v2_candidate_service.py::_candidate_rows,C:\NWR\Niners-War-Room\local_exports\model_v4\current_value\latest\full_player_board_value_review_rows.csv,candidate_review_only_not_active_rankings,candidate_review_only_not_active_rankings,identity_not_revalidated_in_this_lane,current_only_not_historical_replay_safe,value_present,ebdbe8644394d623bb77dd17ed00f1691fe62d9c39a628606d8de6c6a22636e7:cb0b2d6c5b287df34148edfa82c8d2cf6e4c6f2e221be8919fafb26508e1c1e4,observed_only,This records a value already present in the final board; it does not reconstruct checkpoint/component math.
model_v4_full_player_board_value_0.1.0,wr_qb_v2_candidate,9488,Jaxon Smith-Njigba,WR,candidate_adjustment,observed_final_board_field_not_upstream_component,0.0,0.0,observed score delta equals candidate score minus base score,src/services/model_v4_wr_qb_v2_candidate_service.py::_candidate_rows,C:\NWR\Niners-War-Room\local_exports\model_v4\current_value\latest\full_player_board_value_review_rows.csv,candidate_review_only_not_active_rankings,candidate_review_only_not_active_rankings,identity_not_revalidated_in_this_lane,current_only_not_historical_replay_safe,value_present,ebdbe8644394d623bb77dd17ed00f1691fe62d9c39a628606d8de6c6a22636e7:a2f5a586fbf1b4cf1838746a678e724fefe18f5f8e5f2cd64a441b07a6dfd201,observed_only,This records a value already present in the final board; it does not reconstruct checkpoint/component math.
model_v4_full_player_board_value_0.1.0,wr_qb_v2_candidate,9488,Jaxon Smith-Njigba,WR,candidate_reason_codes,observed_final_board_field_not_upstream_component,elite_wr_already_supported_no_extra_lift,elite_wr_already_supported_no_extra_lift,observed candidate reason code string,src/services/model_v4_wr_qb_v2_candidate_service.py::_candidate_rows,C:\NWR\Niners-War-Room\local_exports\model_v4\current_value\latest\full_player_board_value_review_rows.csv,candidate_review_only_not_active_rankings,candidate_review_only_not_active_rankings,identity_not_revalidated_in_this_lane,current_only_not_historical_replay_safe,value_present,ebdbe8644394d623bb77dd17ed00f1691fe62d9c39a628606d8de6c6a22636e7:a2d6306c55dd3aa106148664afea98a15ad75dd81cca2f12b28b4dbbdcc2e4cc,observed_only,This records a value already present in the final board; it does not reconstruct checkpoint/component math.
model_v4_full_player_board_value_0.1.0,wr_qb_v2_candidate,9488,Jaxon Smith-Njigba,WR,upstream_checkpoint_pointer,observed_final_board_field_not_upstream_component,local_exports\model_v4\current_value\latest\current_player_value_full_board_review_rows.csv,local_exports\model_v4\current_value\latest\current_player_value_full_board_review_rows.csv,observed upstream checkpoint file pointer,src/services/full_player_board_value_service.py::_full_board_row,C:\NWR\Niners-War-Room\local_exports\model_v4\current_value\latest\full_player_board_value_review_rows.csv,candidate_review_only_not_active_rankings,candidate_review_only_not_active_rankings,identity_not_revalidated_in_this_lane,current_only_not_historical_replay_safe,value_present,ebdbe8644394d623bb77dd17ed00f1691fe62d9c39a628606d8de6c6a22636e7:2ad5aa794aaf7c68a21d52db2d05aeb3099378f36e058f5f82159500f7a81734,observed_only,This records a value already present in the final board; it does not reconstruct checkpoint/component math.
model_v4_full_player_board_value_0.1.0,wr_qb_v2_candidate,9509,Bijan Robinson,RB,allowed_use_policy_stamp,observed_final_board_field_not_upstream_component,candidate_review_only_not_active_rankings,candidate_review_only_not_active_rankings,row-level policy stamp,src/services/model_v4_wr_qb_v2_candidate_service.py::_candidate_rows,C:\NWR\Niners-War-Room\local_exports\model_v4\current_value\latest\full_player_board_value_review_rows.csv,candidate_review_only_not_active_rankings,candidate_review_only_not_active_rankings,identity_not_revalidated_in_this_lane,current_only_not_historical_replay_safe,value_present,ebdbe8644394d623bb77dd17ed00f1691fe62d9c39a628606d8de6c6a22636e7:bfeab127a44a8866ddae59109e19f36c1b17ba106e7bcd39421e073c7ff724ee,observed_only,This records a value already present in the final board; it does not reconstruct checkpoint/component math.
model_v4_full_player_board_value_0.1.0,wr_qb_v2_candidate,9509,Bijan Robinson,RB,candidate_mode_stamp,observed_final_board_field_not_upstream_component,wr_qb_v2_candidate,wr_qb_v2_candidate,row-level candidate mode stamp,src/services/model_v4_wr_qb_v2_candidate_service.py::_candidate_rows,C:\NWR\Niners-War-Room\local_exports\model_v4\current_value\latest\full_player_board_value_review_rows.csv,candidate_review_only_not_active_rankings,candidate_review_only_not_active_rankings,identity_not_revalidated_in_this_lane,current_only_not_historical_replay_safe,value_present,ebdbe8644394d623bb77dd17ed00f1691fe62d9c39a628606d8de6c6a22636e7:e62cb7fa4e60c0c39e346a416e94a05259e34e87c1548e8bf6aa678e3d44d93a,observed_only,This records a value already present in the final board; it does not reconstruct checkpoint/component math.
model_v4_full_player_board_value_0.1.0,wr_qb_v2_candidate,9509,Bijan Robinson,RB,candidate_nwr_rank,observed_final_board_field_not_upstream_component,3,3,candidate rank assigned after candidate score sort,src/services/model_v4_wr_qb_v2_candidate_service.py::_assign_candidate_ranks,C:\NWR\Niners-War-Room\local_exports\model_v4\current_value\latest\full_player_board_value_review_rows.csv,candidate_review_only_not_active_rankings,candidate_review_only_not_active_rankings,identity_not_revalidated_in_this_lane,current_only_not_historical_replay_safe,value_present,ebdbe8644394d623bb77dd17ed00f1691fe62d9c39a628606d8de6c6a22636e7:3a592b76a1c9b94259ad33f9bdefce216b0a2bfe4e428474446b5f1a621f4efc,observed_only,This records a value already present in the final board; it does not reconstruct checkpoint/component math.
model_v4_full_player_board_value_0.1.0,wr_qb_v2_candidate,9509,Bijan Robinson,RB,candidate_nwr_dynasty_score,observed_final_board_field_not_upstream_component,78.4618,78.4618,observed final candidate score,src/services/model_v4_wr_qb_v2_candidate_service.py::_candidate_rows,C:\NWR\Niners-War-Room\local_exports\model_v4\current_value\latest\full_player_board_value_review_rows.csv,candidate_review_only_not_active_rankings,candidate_review_only_not_active_rankings,identity_not_revalidated_in_this_lane,current_only_not_historical_replay_safe,value_present,ebdbe8644394d623bb77dd17ed00f1691fe62d9c39a628606d8de6c6a22636e7:12faa6f1345c299a4835f2f260027c3236dfb2bf361f0455eaac58de8c96409c,observed_only,This records a value already present in the final board; it does not reconstruct checkpoint/component math.
model_v4_full_player_board_value_0.1.0,wr_qb_v2_candidate,9509,Bijan Robinson,RB,base_nwr_rank,observed_final_board_field_not_upstream_component,3,3,observed base rank copied into final candidate board,src/services/model_v4_wr_qb_v2_candidate_service.py::_candidate_rows,C:\NWR\Niners-War-Room\local_exports\model_v4\current_value\latest\full_player_board_value_review_rows.csv,candidate_review_only_not_active_rankings,candidate_review_only_not_active_rankings,identity_not_revalidated_in_this_lane,current_only_not_historical_replay_safe,value_present,ebdbe8644394d623bb77dd17ed00f1691fe62d9c39a628606d8de6c6a22636e7:015c38385458a545c59c6deba9230a9ce14d6a6bf3e8eed6a2269f74a9fb02a4,observed_only,This records a value already present in the final board; it does not reconstruct checkpoint/component math.
model_v4_full_player_board_value_0.1.0,wr_qb_v2_candidate,9509,Bijan Robinson,RB,base_nwr_dynasty_score,observed_final_board_field_not_upstream_component,78.4618,78.4618,observed base score copied into final candidate board,src/services/model_v4_wr_qb_v2_candidate_service.py::_candidate_rows,C:\NWR\Niners-War-Room\local_exports\model_v4\current_value\latest\full_player_board_value_review_rows.csv,candidate_review_only_not_active_rankings,candidate_review_only_not_active_rankings,identity_not_revalidated_in_this_lane,current_only_not_historical_replay_safe,value_present,ebdbe8644394d623bb77dd17ed00f1691fe62d9c39a628606d8de6c6a22636e7:8a88cba947ba598507b78aa56a315c0c8c36e478e656388eda997a40273b6409,observed_only,This records a value already present in the final board; it does not reconstruct checkpoint/component math.
model_v4_full_player_board_value_0.1.0,wr_qb_v2_candidate,9509,Bijan Robinson,RB,candidate_adjustment,observed_final_board_field_not_upstream_component,0.0,0.0,observed score delta equals candidate score minus base score,src/services/model_v4_wr_qb_v2_candidate_service.py::_candidate_rows,C:\NWR\Niners-War-Room\local_exports\model_v4\current_value\latest\full_player_board_value_review_rows.csv,candidate_review_only_not_active_rankings,candidate_review_only_not_active_rankings,identity_not_revalidated_in_this_lane,current_only_not_historical_replay_safe,value_present,ebdbe8644394d623bb77dd17ed00f1691fe62d9c39a628606d8de6c6a22636e7:bedeb969915ace28ea6a9898b7d993abcf83f08c3c38e454a97b4d1e1a1337b2,observed_only,This records a value already present in the final board; it does not reconstruct checkpoint/component math.
model_v4_full_player_board_value_0.1.0,wr_qb_v2_candidate,9509,Bijan Robinson,RB,candidate_reason_codes,observed_final_board_field_not_upstream_component,not_wr_or_qb,not_wr_or_qb,observed candidate reason code string,src/services/model_v4_wr_qb_v2_candidate_service.py::_candidate_rows,C:\NWR\Niners-War-Room\local_exports\model_v4\current_value\latest\full_player_board_value_review_rows.csv,candidate_review_only_not_active_rankings,candidate_review_only_not_active_rankings,identity_not_revalidated_in_this_lane,current_only_not_historical_replay_safe,value_present,ebdbe8644394d623bb77dd17ed00f1691fe62d9c39a628606d8de6c6a22636e7:0a7034b8a39df8a80ab12b07e6602388627573fa7e31ee919ddad8f0534cd7a5,observed_only,This records a value already present in the final board; it does not reconstruct checkpoint/component math.
model_v4_full_player_board_value_0.1.0,wr_qb_v2_candidate,9509,Bijan Robinson,RB,upstream_checkpoint_pointer,observed_final_board_field_not_upstream_component,local_exports\model_v4\current_value\latest\current_player_value_full_board_review_rows.csv,local_exports\model_v4\current_value\latest\current_player_value_full_board_review_rows.csv,observed upstream checkpoint file pointer,src/services/full_player_board_value_service.py::_full_board_row,C:\NWR\Niners-War-Room\local_exports\model_v4\current_value\latest\full_player_board_value_review_rows.csv,candidate_review_only_not_active_rankings,candidate_review_only_not_active_rankings,identity_not_revalidated_in_this_lane,current_only_not_historical_replay_safe,value_present,ebdbe8644394d623bb77dd17ed00f1691fe62d9c39a628606d8de6c6a22636e7:7570c55ac0cc36b3f7cd483bac2ec4a49b32eee67b3ceb44ea24b0a1d125a63e,observed_only,This records a value already present in the final board; it does not reconstruct checkpoint/component math.
model_v4_full_player_board_value_0.1.0,wr_qb_v2_candidate,6813,Jonathan Taylor,RB,allowed_use_policy_stamp,observed_final_board_field_not_upstream_component,candidate_review_only_not_active_rankings,candidate_review_only_not_active_rankings,row-level policy stamp,src/services/model_v4_wr_qb_v2_candidate_service.py::_candidate_rows,C:\NWR\Niners-War-Room\local_exports\model_v4\current_value\latest\full_player_board_value_review_rows.csv,candidate_review_only_not_active_rankings,candidate_review_only_not_active_rankings,identity_not_revalidated_in_this_lane,current_only_not_historical_replay_safe,value_present,ebdbe8644394d623bb77dd17ed00f1691fe62d9c39a628606d8de6c6a22636e7:0697ec3d652ba73760c75362be7c4fe2fe72913bd6e4c0844d5b99b994efdca8,observed_only,This records a value already present in the final board; it does not reconstruct checkpoint/component math.
model_v4_full_player_board_value_0.1.0,wr_qb_v2_candidate,6813,Jonathan Taylor,RB,candidate_mode_stamp,observed_final_board_field_not_upstream_component,wr_qb_v2_candidate,wr_qb_v2_candidate,row-level candidate mode stamp,src/services/model_v4_wr_qb_v2_candidate_service.py::_candidate_rows,C:\NWR\Niners-War-Room\local_exports\model_v4\current_value\latest\full_player_board_value_review_rows.csv,candidate_review_only_not_active_rankings,candidate_review_only_not_active_rankings,identity_not_revalidated_in_this_lane,current_only_not_historical_replay_safe,value_present,ebdbe8644394d623bb77dd17ed00f1691fe62d9c39a628606d8de6c6a22636e7:c01ed9d31794334624dd1091a1fd2d38e529fdc889772631ae5664ad4af578af,observed_only,This records a value already present in the final board; it does not reconstruct checkpoint/component math.
model_v4_full_player_board_value_0.1.0,wr_qb_v2_candidate,6813,Jonathan Taylor,RB,candidate_nwr_rank,observed_final_board_field_not_upstream_component,4,4,candidate rank assigned after candidate score sort,src/services/model_v4_wr_qb_v2_candidate_service.py::_assign_candidate_ranks,C:\NWR\Niners-War-Room\local_exports\model_v4\current_value\latest\full_player_board_value_review_rows.csv,candidate_review_only_not_active_rankings,candidate_review_only_not_active_rankings,identity_not_revalidated_in_this_lane,current_only_not_historical_replay_safe,value_present,ebdbe8644394d623bb77dd17ed00f1691fe62d9c39a628606d8de6c6a22636e7:97a90c069bf291ae417f91c584c3728ff4b98a2d1c71e4baa5a8d78601597e7d,observed_only,This records a value already present in the final board; it does not reconstruct checkpoint/component math.
model_v4_full_player_board_value_0.1.0,wr_qb_v2_candidate,6813,Jonathan Taylor,RB,candidate_nwr_dynasty_score,observed_final_board_field_not_upstream_component,74.308,74.308,observed final candidate score,src/services/model_v4_wr_qb_v2_candidate_service.py::_candidate_rows,C:\NWR\Niners-War-Room\local_exports\model_v4\current_value\latest\full_player_board_value_review_rows.csv,candidate_review_only_not_active_rankings,candidate_review_only_not_active_rankings,identity_not_revalidated_in_this_lane,current_only_not_historical_replay_safe,value_present,ebdbe8644394d623bb77dd17ed00f1691fe62d9c39a628606d8de6c6a22636e7:01db937f704bbdbf3a1f2b698e759fd8ca048a43900f1a1022626576e76ccc9b,observed_only,This records a value already present in the final board; it does not reconstruct checkpoint/component math.
model_v4_full_player_board_value_0.1.0,wr_qb_v2_candidate,6813,Jonathan Taylor,RB,base_nwr_rank,observed_final_board_field_not_upstream_component,4,4,observed base rank copied into final candidate board,src/services/model_v4_wr_qb_v2_candidate_service.py::_candidate_rows,C:\NWR\Niners-War-Room\local_exports\model_v4\current_value\latest\full_player_board_value_review_rows.csv,candidate_review_only_not_active_rankings,candidate_review_only_not_active_rankings,identity_not_revalidated_in_this_lane,current_only_not_historical_replay_safe,value_present,ebdbe8644394d623bb77dd17ed00f1691fe62d9c39a628606d8de6c6a22636e7:073553f6be0b64111624b9b930e450c936c5163b94b6f8a62cd3674151c397c6,observed_only,This records a value already present in the final board; it does not reconstruct checkpoint/component math.
model_v4_full_player_board_value_0.1.0,wr_qb_v2_candidate,6813,Jonathan Taylor,RB,base_nwr_dynasty_score,observed_final_board_field_not_upstream_component,74.308,74.308,observed base score copied into final candidate board,src/services/model_v4_wr_qb_v2_candidate_service.py::_candidate_rows,C:\NWR\Niners-War-Room\local_exports\model_v4\current_value\latest\full_player_board_value_review_rows.csv,candidate_review_only_not_active_rankings,candidate_review_only_not_active_rankings,identity_not_revalidated_in_this_lane,current_only_not_historical_replay_safe,value_present,ebdbe8644394d623bb77dd17ed00f1691fe62d9c39a628606d8de6c6a22636e7:38c69706b60345f398d486efaca22deb904041b0ced4a0dd505ee5336f23f0d0,observed_only,This records a value already present in the final board; it does not reconstruct checkpoint/component math.
model_v4_full_player_board_value_0.1.0,wr_qb_v2_candidate,6813,Jonathan Taylor,RB,candidate_adjustment,observed_final_board_field_not_upstream_component,0.0,0.0,observed score delta equals candidate score minus base score,src/services/model_v4_wr_qb_v2_candidate_service.py::_candidate_rows,C:\NWR\Niners-War-Room\local_exports\model_v4\current_value\latest\full_player_board_value_review_rows.csv,candidate_review_only_not_active_rankings,candidate_review_only_not_active_rankings,identity_not_revalidated_in_this_lane,current_only_not_historical_replay_safe,value_present,ebdbe8644394d623bb77dd17ed00f1691fe62d9c39a628606d8de6c6a22636e7:5fe5138a4ab68727b67ab64400ef7753c78042c7d6c32af2b187cf57a62c0cab,observed_only,This records a value already present in the final board; it does not reconstruct checkpoint/component math.
model_v4_full_player_board_value_0.1.0,wr_qb_v2_candidate,6813,Jonathan Taylor,RB,candidate_reason_codes,observed_final_board_field_not_upstream_component,not_wr_or_qb,not_wr_or_qb,observed candidate reason code string,src/services/model_v4_wr_qb_v2_candidate_service.py::_candidate_rows,C:\NWR\Niners-War-Room\local_exports\model_v4\current_value\latest\full_player_board_value_review_rows.csv,candidate_review_only_not_active_rankings,candidate_review_only_not_active_rankings,identity_not_revalidated_in_this_lane,current_only_not_historical_replay_safe,value_present,ebdbe8644394d623bb77dd17ed00f1691fe62d9c39a628606d8de6c6a22636e7:7f7cd6e158f6c34813acf207a07f24692f5dc873d043da3cd3fce8213616eb4e,observed_only,This records a value already present in the final board; it does not reconstruct checkpoint/component math.
