player_id,player_name,position,feature_season,target_season,baseline_error,candidate_error,error_delta,baseline_score_or_rank_proxy,candidate_score_or_rank_proxy,actual_target,startable_bucket,top_bucket,archetype_label,short_review_note,substrate_row_id,feature_team,target_team,prior_nwr_points,prior_targets,prior_carries,prior_receptions,prior_opportunities,baseline_prediction,candidate_prediction,baseline_prediction_rank,candidate_prediction_rank,actual_position_finish,split
00-0033873,P.Mahomes,QB,2024,2025,5.333333,69.183333,63.85,score=245.633;rank=12,score=181.783;rank=12,250.966667,QB_TOP12,QB_TOP12,qb_prior_points_and_passing_context,Regression: candidate error materially worse; inspect before shadow prep.,nwr_hts_v2_b7d59fab18c4,KC,KC,245.63333333333333,1,58,1,59,245.63333333333333,181.78333333333333,12,12,10,holdout
00-0036355,J.Herbert,QB,2024,2025,14.233333,77.128333,62.895,score=247.600;rank=11,score=184.705;rank=11,261.833333,QB_TOP12,QB_TOP12,qb_prior_points_and_passing_context,Regression: candidate error materially worse; inspect before shadow prep.,nwr_hts_v2_597ccf179239,LAC,LAC,247.6,0,69,0,69,247.6,184.70499999999998,11,11,9,holdout
00-0034855,B.Mayfield,QB,2023,2024,81.5,142.58,61.08,score=237.700;rank=10,score=176.620;rank=9,319.2,QB_TOP12,QB_TOP12,qb_prior_points_and_passing_context,Regression: candidate error materially worse; inspect before shadow prep.,nwr_hts_v2_bb2b338d843c,TB,TB,237.7,0,62,0,62,237.7,176.61999999999998,10,9,3,holdout
00-0039918,C.Williams,QB,2024,2025,42.966667,99.781667,56.815,score=233.933;rank=15,score=177.118;rank=14,276.9,QB_TOP12,QB_TOP12,qb_prior_points_and_passing_context,Regression: candidate error materially worse; inspect before shadow prep.,nwr_hts_v2_079143933dc3,CHI,CHI,233.9333333333333,0,81,0,81,233.9333333333333,177.1183333333333,15,14,5,holdout
00-0036264,J.Love,QB,2024,2025,3.933333,59.828333,55.895,score=200.067;rank=17,score=144.172;rank=18,204.0,OUTSIDE_STARTABLE,OUTSIDE_STARTABLE,qb_prior_points_and_passing_context,Regression: candidate error materially worse; inspect before shadow prep.,nwr_hts_v2_f73e9d844b8b,GB,GB,200.0666666666667,0,25,0,25,200.0666666666667,144.17166666666668,17,18,14,holdout
00-0036212,T.Tagovailoa,QB,2022,2023,40.666667,94.926667,54.26,score=194.067;rank=15,score=139.807;rank=17,234.733333,QB_TOP12,QB_TOP12,qb_prior_points_and_passing_context,Regression: candidate error materially worse; inspect before shadow prep.,nwr_hts_v2_27df1c806a70,MIA,MIA,194.06666666666663,0,24,0,24,194.06666666666663,139.80666666666664,15,17,11,validation
00-0031280,D.Carr,QB,2022,2023,13.266667,66.306667,53.04,score=190.000;rank=16,score=136.960;rank=18,203.266667,OUTSIDE_STARTABLE,OUTSIDE_STARTABLE,qb_prior_points_and_passing_context,Regression: candidate error materially worse; inspect before shadow prep.,nwr_hts_v2_f81b4e37de24,LV,NO,190.0,0,24,0,24,190.0,136.96,16,18,16,validation
00-0030565,G.Smith,QB,2023,2024,40.3,92.875,52.575,score=196.500;rank=19,score=143.925;rank=20,236.8,OUTSIDE_STARTABLE,OUTSIDE_STARTABLE,qb_prior_points_and_passing_context,Regression: candidate error materially worse; inspect before shadow prep.,nwr_hts_v2_916d219ee237,SEA,SEA,196.50000000000003,1,37,1,38,196.50000000000003,143.925,19,20,12,holdout
00-0036355,J.Herbert,QB,2023,2024,45.733333,97.443333,51.71,score=201.867;rank=18,score=150.157;rank=16,247.6,QB_TOP12,QB_TOP12,qb_prior_points_and_passing_context,Regression: candidate error materially worse; inspect before shadow prep.,nwr_hts_v2_e5a854cbefff,LAC,LAC,201.86666666666667,1,52,1,53,201.86666666666667,150.15666666666667,18,16,9,holdout
00-0029263,R.Wilson,QB,2022,2023,31.566667,82.661667,51.095,score=201.467;rank=14,score=150.372;rank=14,233.033333,OUTSIDE_STARTABLE,OUTSIDE_STARTABLE,qb_prior_points_and_passing_context,Regression: candidate error materially worse; inspect before shadow prep.,nwr_hts_v2_3aa609d47649,DEN,DEN,201.46666666666664,1,55,1,56,201.46666666666664,150.37166666666664,14,14,12,validation
00-0026498,M.Stafford,QB,2024,2025,100.5,150.96,50.46,score=184.700;rank=19,score=134.240;rank=19,285.2,QB_TOP12,QB_TOP12,qb_prior_points_and_passing_context,Regression: candidate error materially worse; inspect before shadow prep.,nwr_hts_v2_2216ca612254,LA,LA,184.7,0,30,0,30,184.7,134.23999999999998,19,19,4,holdout
00-0034796,L.Jackson,QB,2022,2023,80.166667,129.826667,49.66,score=227.133;rank=12,score=177.473;rank=11,307.3,QB_TOP12,QB_TOP12,qb_prior_points_and_passing_context,Regression: candidate error materially worse; inspect before shadow prep.,nwr_hts_v2_1f2988982f79,BAL,BAL,227.13333333333333,0,112,0,112,227.13333333333333,177.4733333333333,12,11,3,validation
00-0033106,J.Goff,QB,2021,2022,67.866667,116.261667,48.395,score=170.667;rank=23,score=122.272;rank=23,238.533333,QB_TOP12,QB_TOP12,qb_prior_points_and_passing_context,Regression: candidate error materially worse; inspect before shadow prep.,nwr_hts_v2_e7c6232936d7,DET,DET,170.66666666666669,0,17,0,17,170.66666666666669,122.27166666666668,23,23,11,validation
00-0033873,P.Mahomes,QB,2023,2024,7.9,55.785,47.885,score=253.533;rank=6,score=189.848;rank=6,245.633333,QB_TOP12,QB_TOP12,elite_qb_prior_scoring_usage_proxy_drag_risk,Regression: usage proxy drags an elite prior-scoring QB below baseline; human review required.,nwr_hts_v2_c913048293d1,KC,KC,253.53333333333336,0,75,0,75,253.53333333333336,189.84833333333333,6,6,10,holdout
00-0037834,B.Purdy,QB,2023,2024,11.366667,57.758333,46.391667,score=251.867;rank=7,score=182.742;rank=7,240.5,OUTSIDE_STARTABLE,OUTSIDE_STARTABLE,elite_qb_prior_scoring_usage_proxy_drag_risk,Regression: usage proxy drags an elite prior-scoring QB below baseline; human review required.,nwr_hts_v2_9683ae4ff7ef,SF,SF,251.86666666666667,0,39,0,39,251.86666666666667,182.74166666666667,7,7,11,holdout
00-0033077,D.Prescott,QB,2022,2023,114.0,160.135,46.135,score=178.533;rank=19,score=132.398;rank=19,292.533333,QB_TOP12,QB_TOP12,qb_prior_points_and_passing_context,Regression: candidate error materially worse; inspect before shadow prep.,nwr_hts_v2_1c8ddfc18d17,DAL,DAL,178.5333333333333,0,45,0,45,178.5333333333333,132.3983333333333,19,19,4,validation
00-0036971,T.Lawrence,QB,2021,2022,72.633333,117.578333,44.945,score=189.967;rank=21,score=145.022;rank=20,262.6,QB_TOP12,QB_TOP12,qb_prior_points_and_passing_context,Regression: candidate error materially worse; inspect before shadow prep.,nwr_hts_v2_9d9daf95a893,JAX,JAX,189.96666666666667,0,73,0,73,189.96666666666667,145.02166666666665,21,20,8,validation
00-0039150,B.Young,QB,2024,2025,24.166667,67.891667,43.725,score=169.400;rank=20,score=125.675;rank=22,193.566667,OUTSIDE_STARTABLE,OUTSIDE_STARTABLE,qb_prior_points_and_passing_context,Regression: candidate error materially worse; inspect before shadow prep.,nwr_hts_v2_570be92f0212,CAR,CAR,169.4,0,43,0,43,169.4,125.675,20,22,17,holdout
00-0034857,J.Allen,QB,2023,2024,21.966667,64.878333,42.911667,score=350.533;rank=1,score=263.688;rank=1,328.566667,QB_TOP12,QB_TOP12,elite_qb_prior_scoring_usage_proxy_drag_risk,Regression: usage proxy drags an elite prior-scoring QB below baseline; human review required.,nwr_hts_v2_014a197841de,BUF,BUF,350.53333333333336,0,111,0,111,350.53333333333336,263.68833333333333,1,1,2,holdout
00-0029263,R.Wilson,QB,2021,2022,6.2,49.005,42.805,score=207.667;rank=16,score=152.462;rank=17,201.466667,OUTSIDE_STARTABLE,OUTSIDE_STARTABLE,qb_prior_points_and_passing_context,Regression: candidate error materially worse; inspect before shadow prep.,nwr_hts_v2_3d3c49c1cbf1,SEA,DEN,207.66666666666663,0,43,0,43,207.66666666666663,152.46166666666662,16,17,15,validation
00-0036389,J.Hurts,QB,2022,2023,16.466667,59.078333,42.611667,score=342.567;rank=3,score=267.022;rank=2,326.1,QB_TOP12,QB_TOP12,elite_qb_prior_scoring_usage_proxy_drag_risk,Regression: usage proxy drags an elite prior-scoring QB below baseline; human review required.,nwr_hts_v2_38859cd6654d,PHI,PHI,342.56666666666666,0,165,0,165,342.56666666666666,267.02166666666665,3,2,2,validation
00-0039851,D.Maye,QB,2024,2025,140.7,182.6,41.9,score=169.367;rank=21,score=127.467;rank=20,310.066667,QB_TOP12,QB_TOP12,qb_prior_points_and_passing_context,Regression: candidate error materially worse; inspect before shadow prep.,nwr_hts_v2_eb5c580347f8,NE,NE,169.36666666666667,0,54,0,54,169.36666666666667,127.46666666666665,21,20,2,holdout
00-0036212,T.Tagovailoa,QB,2021,2022,35.033333,75.813333,40.78,score=159.033;rank=25,score=118.253;rank=25,194.066667,OUTSIDE_STARTABLE,OUTSIDE_STARTABLE,qb_prior_points_and_passing_context,Regression: candidate error materially worse; inspect before shadow prep.,nwr_hts_v2_11305777d1c9,MIA,MIA,159.03333333333336,0,42,0,42,159.03333333333336,118.25333333333336,25,25,16,validation
00-0039732,B.Nix,QB,2024,2025,14.2,54.84,40.64,score=281.633;rank=7,score=212.593;rank=7,267.433333,QB_TOP12,QB_TOP12,elite_qb_prior_scoring_usage_proxy_drag_risk,Regression: usage proxy drags an elite prior-scoring QB below baseline; human review required.,nwr_hts_v2_662740b45832,DEN,DEN,281.63333333333327,1,92,1,93,281.63333333333327,212.59333333333328,7,7,7,holdout
00-0039150,B.Young,QB,2023,2024,19.2,57.825,38.625,score=150.200;rank=23,score=111.575;rank=23,169.4,OUTSIDE_STARTABLE,OUTSIDE_STARTABLE,qb_prior_points_and_passing_context,Regression: candidate error materially worse; inspect before shadow prep.,nwr_hts_v2_fb68bb013b7c,CAR,CAR,150.20000000000002,0,39,0,39,150.20000000000002,111.575,23,23,17,holdout
00-0036898,D.Mills,QB,2021,2022,24.733333,62.743333,38.01,score=136.600;rank=28,score=98.590;rank=30,161.333333,OUTSIDE_STARTABLE,OUTSIDE_STARTABLE,qb_prior_points_and_passing_context,Regression: candidate error materially worse; inspect before shadow prep.,nwr_hts_v2_0c22925b8a8d,HOU,HOU,136.60000000000002,0,18,0,18,136.60000000000002,98.59,28,30,21,validation
00-0029604,K.Cousins,QB,2023,2024,27.733333,63.943333,36.21,score=128.400;rank=25,score=92.190;rank=26,156.133333,OUTSIDE_STARTABLE,OUTSIDE_STARTABLE,qb_prior_points_and_passing_context,Regression: candidate error materially worse; inspect before shadow prep.,nwr_hts_v2_2a0a4d3aa13f,MIN,ATL,128.39999999999998,0,14,0,14,128.39999999999998,92.18999999999998,25,26,19,holdout
00-0035710,D.Jones,QB,2021,2022,115.9,151.46,35.56,score=153.533;rank=26,score=117.973;rank=26,269.433333,QB_TOP12,QB_TOP12,qb_prior_points_and_passing_context,Regression: candidate error materially worse; inspect before shadow prep.,nwr_hts_v2_4a49a4679942,NYG,NYG,153.53333333333336,1,62,1,63,153.53333333333336,117.97333333333334,26,26,6,validation
00-0036971,T.Lawrence,QB,2024,2025,168.1,202.26,34.16,score=128.167;rank=27,score=94.007;rank=27,296.266667,QB_TOP12,QB_TOP12,qb_prior_points_and_passing_context,Regression: candidate error materially worse; inspect before shadow prep.,nwr_hts_v2_74e4f839eb2d,JAX,JAX,128.16666666666669,0,26,0,26,128.16666666666669,94.00666666666667,27,27,3,holdout
00-0036322,J.Jefferson,WR,2021,2022,21.666667,55.391667,33.725,score=233.567;rank=3,score=199.842;rank=4,255.233333,WR_TOP36,WR_TOP36,moderate_target_volume,Regression: candidate error materially worse; inspect before shadow prep.,nwr_hts_v2_6e35fb9353fd,MIN,MIN,233.56666666666663,167,6,108,173,233.56666666666663,199.84166666666664,3,4,1,validation
