candidate_id,seed_candidate,cluster_id,seed_neighborhood,formula_family,formula_definition,score_kind,params,input_fields,weights,position_scope,source/use-gate status,blocked_input_check,leakage/as-of check status,review_only_status,required_comparator,score_changes_allowed,caveat
REFINE_011_OVERALL_THREE_60_30_10_LATE_20,GAUNTLET_081_DECLINE_SMALL_LATE_GUARD_THREE,C01,overall_decline_age_role_hybrid,A_OVERALL_DECLINE_AGE_ROLE_REFINEMENT,overall_three_60_30_10_late_20,modifier,base=three;high_volume_late_guard=0.010;late_guard=0.020;w1=0.600;w2=0.300;w3=0.100,pyf_prior_nwr_points;prior_2yr_weighted_nwr_points;prior_3yr_weighted_nwr_points;age_bucket;lifecycle_bucket;role_archetype;role_usage_bucket,base=three;high_volume_late_guard=0.010;late_guard=0.020;w1=0.600;w2=0.300;w3=0.100,QB/RB/WR/TE,REVIEW_ONLY_SAFE_FORMULA_DATA_MART_FIELDS,PASS_NO_BLOCKED_INPUTS,PASS_REVIEW_ONLY_ASOF_SAFE,REVIEW_ONLY_NOT_PRODUCTION_NOT_RANKING,PYF,yes,review_only_decline_context_no_production_approval
REFINE_012_OVERALL_THREE_60_30_10_LATE_30,GAUNTLET_081_DECLINE_SMALL_LATE_GUARD_THREE,C01,overall_decline_age_role_hybrid,A_OVERALL_DECLINE_AGE_ROLE_REFINEMENT,overall_three_60_30_10_late_30,modifier,base=three;high_volume_late_guard=0.015;late_guard=0.030;w1=0.600;w2=0.300;w3=0.100,pyf_prior_nwr_points;prior_2yr_weighted_nwr_points;prior_3yr_weighted_nwr_points;age_bucket;lifecycle_bucket;role_archetype;role_usage_bucket,base=three;high_volume_late_guard=0.015;late_guard=0.030;w1=0.600;w2=0.300;w3=0.100,QB/RB/WR/TE,REVIEW_ONLY_SAFE_FORMULA_DATA_MART_FIELDS,PASS_NO_BLOCKED_INPUTS,PASS_REVIEW_ONLY_ASOF_SAFE,REVIEW_ONLY_NOT_PRODUCTION_NOT_RANKING,PYF,yes,review_only_decline_context_no_production_approval
REFINE_013_OVERALL_THREE_55_30_15_LATE_0,GAUNTLET_081_DECLINE_SMALL_LATE_GUARD_THREE,C01,overall_decline_age_role_hybrid,A_OVERALL_DECLINE_AGE_ROLE_REFINEMENT,overall_three_55_30_15_late_0,modifier,base=three;high_volume_late_guard=0.000;late_guard=0.000;w1=0.550;w2=0.300;w3=0.150,pyf_prior_nwr_points;prior_2yr_weighted_nwr_points;prior_3yr_weighted_nwr_points;age_bucket;lifecycle_bucket;role_archetype;role_usage_bucket,base=three;high_volume_late_guard=0.000;late_guard=0.000;w1=0.550;w2=0.300;w3=0.150,QB/RB/WR/TE,REVIEW_ONLY_SAFE_FORMULA_DATA_MART_FIELDS,PASS_NO_BLOCKED_INPUTS,PASS_REVIEW_ONLY_ASOF_SAFE,REVIEW_ONLY_NOT_PRODUCTION_NOT_RANKING,PYF,yes,review_only_decline_context_no_production_approval
REFINE_014_OVERALL_THREE_55_30_15_LATE_10,GAUNTLET_081_DECLINE_SMALL_LATE_GUARD_THREE,C01,overall_decline_age_role_hybrid,A_OVERALL_DECLINE_AGE_ROLE_REFINEMENT,overall_three_55_30_15_late_10,modifier,base=three;high_volume_late_guard=0.005;late_guard=0.010;w1=0.550;w2=0.300;w3=0.150,pyf_prior_nwr_points;prior_2yr_weighted_nwr_points;prior_3yr_weighted_nwr_points;age_bucket;lifecycle_bucket;role_archetype;role_usage_bucket,base=three;high_volume_late_guard=0.005;late_guard=0.010;w1=0.550;w2=0.300;w3=0.150,QB/RB/WR/TE,REVIEW_ONLY_SAFE_FORMULA_DATA_MART_FIELDS,PASS_NO_BLOCKED_INPUTS,PASS_REVIEW_ONLY_ASOF_SAFE,REVIEW_ONLY_NOT_PRODUCTION_NOT_RANKING,PYF,yes,review_only_decline_context_no_production_approval
REFINE_015_OVERALL_THREE_55_30_15_LATE_20,GAUNTLET_081_DECLINE_SMALL_LATE_GUARD_THREE,C01,overall_decline_age_role_hybrid,A_OVERALL_DECLINE_AGE_ROLE_REFINEMENT,overall_three_55_30_15_late_20,modifier,base=three;high_volume_late_guard=0.010;late_guard=0.020;w1=0.550;w2=0.300;w3=0.150,pyf_prior_nwr_points;prior_2yr_weighted_nwr_points;prior_3yr_weighted_nwr_points;age_bucket;lifecycle_bucket;role_archetype;role_usage_bucket,base=three;high_volume_late_guard=0.010;late_guard=0.020;w1=0.550;w2=0.300;w3=0.150,QB/RB/WR/TE,REVIEW_ONLY_SAFE_FORMULA_DATA_MART_FIELDS,PASS_NO_BLOCKED_INPUTS,PASS_REVIEW_ONLY_ASOF_SAFE,REVIEW_ONLY_NOT_PRODUCTION_NOT_RANKING,PYF,yes,review_only_decline_context_no_production_approval
REFINE_016_OVERALL_THREE_55_30_15_LATE_30,GAUNTLET_081_DECLINE_SMALL_LATE_GUARD_THREE,C01,overall_decline_age_role_hybrid,A_OVERALL_DECLINE_AGE_ROLE_REFINEMENT,overall_three_55_30_15_late_30,modifier,base=three;high_volume_late_guard=0.015;late_guard=0.030;w1=0.550;w2=0.300;w3=0.150,pyf_prior_nwr_points;prior_2yr_weighted_nwr_points;prior_3yr_weighted_nwr_points;age_bucket;lifecycle_bucket;role_archetype;role_usage_bucket,base=three;high_volume_late_guard=0.015;late_guard=0.030;w1=0.550;w2=0.300;w3=0.150,QB/RB/WR/TE,REVIEW_ONLY_SAFE_FORMULA_DATA_MART_FIELDS,PASS_NO_BLOCKED_INPUTS,PASS_REVIEW_ONLY_ASOF_SAFE,REVIEW_ONLY_NOT_PRODUCTION_NOT_RANKING,PYF,yes,review_only_decline_context_no_production_approval
REFINE_017_OVERALL_THREE_50_35_15_LATE_0,GAUNTLET_081_DECLINE_SMALL_LATE_GUARD_THREE,C01,overall_decline_age_role_hybrid,A_OVERALL_DECLINE_AGE_ROLE_REFINEMENT,overall_three_50_35_15_late_0,modifier,base=three;high_volume_late_guard=0.000;late_guard=0.000;w1=0.500;w2=0.350;w3=0.150,pyf_prior_nwr_points;prior_2yr_weighted_nwr_points;prior_3yr_weighted_nwr_points;age_bucket;lifecycle_bucket;role_archetype;role_usage_bucket,base=three;high_volume_late_guard=0.000;late_guard=0.000;w1=0.500;w2=0.350;w3=0.150,QB/RB/WR/TE,REVIEW_ONLY_SAFE_FORMULA_DATA_MART_FIELDS,PASS_NO_BLOCKED_INPUTS,PASS_REVIEW_ONLY_ASOF_SAFE,REVIEW_ONLY_NOT_PRODUCTION_NOT_RANKING,PYF,yes,review_only_decline_context_no_production_approval
REFINE_018_OVERALL_THREE_50_35_15_LATE_10,GAUNTLET_081_DECLINE_SMALL_LATE_GUARD_THREE,C01,overall_decline_age_role_hybrid,A_OVERALL_DECLINE_AGE_ROLE_REFINEMENT,overall_three_50_35_15_late_10,modifier,base=three;high_volume_late_guard=0.005;late_guard=0.010;w1=0.500;w2=0.350;w3=0.150,pyf_prior_nwr_points;prior_2yr_weighted_nwr_points;prior_3yr_weighted_nwr_points;age_bucket;lifecycle_bucket;role_archetype;role_usage_bucket,base=three;high_volume_late_guard=0.005;late_guard=0.010;w1=0.500;w2=0.350;w3=0.150,QB/RB/WR/TE,REVIEW_ONLY_SAFE_FORMULA_DATA_MART_FIELDS,PASS_NO_BLOCKED_INPUTS,PASS_REVIEW_ONLY_ASOF_SAFE,REVIEW_ONLY_NOT_PRODUCTION_NOT_RANKING,PYF,yes,review_only_decline_context_no_production_approval
REFINE_019_OVERALL_THREE_50_35_15_LATE_20,GAUNTLET_081_DECLINE_SMALL_LATE_GUARD_THREE,C01,overall_decline_age_role_hybrid,A_OVERALL_DECLINE_AGE_ROLE_REFINEMENT,overall_three_50_35_15_late_20,modifier,base=three;high_volume_late_guard=0.010;late_guard=0.020;w1=0.500;w2=0.350;w3=0.150,pyf_prior_nwr_points;prior_2yr_weighted_nwr_points;prior_3yr_weighted_nwr_points;age_bucket;lifecycle_bucket;role_archetype;role_usage_bucket,base=three;high_volume_late_guard=0.010;late_guard=0.020;w1=0.500;w2=0.350;w3=0.150,QB/RB/WR/TE,REVIEW_ONLY_SAFE_FORMULA_DATA_MART_FIELDS,PASS_NO_BLOCKED_INPUTS,PASS_REVIEW_ONLY_ASOF_SAFE,REVIEW_ONLY_NOT_PRODUCTION_NOT_RANKING,PYF,yes,review_only_decline_context_no_production_approval
REFINE_020_OVERALL_THREE_50_35_15_LATE_30,GAUNTLET_081_DECLINE_SMALL_LATE_GUARD_THREE,C01,overall_decline_age_role_hybrid,A_OVERALL_DECLINE_AGE_ROLE_REFINEMENT,overall_three_50_35_15_late_30,modifier,base=three;high_volume_late_guard=0.015;late_guard=0.030;w1=0.500;w2=0.350;w3=0.150,pyf_prior_nwr_points;prior_2yr_weighted_nwr_points;prior_3yr_weighted_nwr_points;age_bucket;lifecycle_bucket;role_archetype;role_usage_bucket,base=three;high_volume_late_guard=0.015;late_guard=0.030;w1=0.500;w2=0.350;w3=0.150,QB/RB/WR/TE,REVIEW_ONLY_SAFE_FORMULA_DATA_MART_FIELDS,PASS_NO_BLOCKED_INPUTS,PASS_REVIEW_ONLY_ASOF_SAFE,REVIEW_ONLY_NOT_PRODUCTION_NOT_RANKING,PYF,yes,review_only_decline_context_no_production_approval
REFINE_021_OVERALL_THREE_50_30_20_LATE_0,GAUNTLET_081_DECLINE_SMALL_LATE_GUARD_THREE,C01,overall_decline_age_role_hybrid,A_OVERALL_DECLINE_AGE_ROLE_REFINEMENT,overall_three_50_30_20_late_0,modifier,base=three;high_volume_late_guard=0.000;late_guard=0.000;w1=0.500;w2=0.300;w3=0.200,pyf_prior_nwr_points;prior_2yr_weighted_nwr_points;prior_3yr_weighted_nwr_points;age_bucket;lifecycle_bucket;role_archetype;role_usage_bucket,base=three;high_volume_late_guard=0.000;late_guard=0.000;w1=0.500;w2=0.300;w3=0.200,QB/RB/WR/TE,REVIEW_ONLY_SAFE_FORMULA_DATA_MART_FIELDS,PASS_NO_BLOCKED_INPUTS,PASS_REVIEW_ONLY_ASOF_SAFE,REVIEW_ONLY_NOT_PRODUCTION_NOT_RANKING,PYF,yes,review_only_decline_context_no_production_approval
REFINE_022_OVERALL_THREE_50_30_20_LATE_10,GAUNTLET_081_DECLINE_SMALL_LATE_GUARD_THREE,C01,overall_decline_age_role_hybrid,A_OVERALL_DECLINE_AGE_ROLE_REFINEMENT,overall_three_50_30_20_late_10,modifier,base=three;high_volume_late_guard=0.005;late_guard=0.010;w1=0.500;w2=0.300;w3=0.200,pyf_prior_nwr_points;prior_2yr_weighted_nwr_points;prior_3yr_weighted_nwr_points;age_bucket;lifecycle_bucket;role_archetype;role_usage_bucket,base=three;high_volume_late_guard=0.005;late_guard=0.010;w1=0.500;w2=0.300;w3=0.200,QB/RB/WR/TE,REVIEW_ONLY_SAFE_FORMULA_DATA_MART_FIELDS,PASS_NO_BLOCKED_INPUTS,PASS_REVIEW_ONLY_ASOF_SAFE,REVIEW_ONLY_NOT_PRODUCTION_NOT_RANKING,PYF,yes,review_only_decline_context_no_production_approval
REFINE_023_OVERALL_THREE_50_30_20_LATE_20,GAUNTLET_081_DECLINE_SMALL_LATE_GUARD_THREE,C01,overall_decline_age_role_hybrid,A_OVERALL_DECLINE_AGE_ROLE_REFINEMENT,overall_three_50_30_20_late_20,modifier,base=three;high_volume_late_guard=0.010;late_guard=0.020;w1=0.500;w2=0.300;w3=0.200,pyf_prior_nwr_points;prior_2yr_weighted_nwr_points;prior_3yr_weighted_nwr_points;age_bucket;lifecycle_bucket;role_archetype;role_usage_bucket,base=three;high_volume_late_guard=0.010;late_guard=0.020;w1=0.500;w2=0.300;w3=0.200,QB/RB/WR/TE,REVIEW_ONLY_SAFE_FORMULA_DATA_MART_FIELDS,PASS_NO_BLOCKED_INPUTS,PASS_REVIEW_ONLY_ASOF_SAFE,REVIEW_ONLY_NOT_PRODUCTION_NOT_RANKING,PYF,yes,review_only_decline_context_no_production_approval
REFINE_024_OVERALL_THREE_50_30_20_LATE_30,GAUNTLET_081_DECLINE_SMALL_LATE_GUARD_THREE,C01,overall_decline_age_role_hybrid,A_OVERALL_DECLINE_AGE_ROLE_REFINEMENT,overall_three_50_30_20_late_30,modifier,base=three;high_volume_late_guard=0.015;late_guard=0.030;w1=0.500;w2=0.300;w3=0.200,pyf_prior_nwr_points;prior_2yr_weighted_nwr_points;prior_3yr_weighted_nwr_points;age_bucket;lifecycle_bucket;role_archetype;role_usage_bucket,base=three;high_volume_late_guard=0.015;late_guard=0.030;w1=0.500;w2=0.300;w3=0.200,QB/RB/WR/TE,REVIEW_ONLY_SAFE_FORMULA_DATA_MART_FIELDS,PASS_NO_BLOCKED_INPUTS,PASS_REVIEW_ONLY_ASOF_SAFE,REVIEW_ONLY_NOT_PRODUCTION_NOT_RANKING,PYF,yes,review_only_decline_context_no_production_approval
REFINE_025_WRTE_THREE_75_20_5_PLAIN,GAUNTLET_103_HYBRID_WR_TE_THREE_65_ROLE_AGE,C02,wr_te_hybrid_role_age,B_WR_TE_HYBRID_ROLE_AGE_REFINEMENT,wrte_three_75_20_5_plain,modifier,base=three;w1=0.750;w2=0.200;w3=0.050,pyf_prior_nwr_points;prior_2yr_weighted_nwr_points;prior_3yr_weighted_nwr_points;age_bucket;lifecycle_bucket;role_archetype;role_usage_bucket,base=three;w1=0.750;w2=0.200;w3=0.050,WR/TE,REVIEW_ONLY_SAFE_FORMULA_DATA_MART_FIELDS,PASS_NO_BLOCKED_INPUTS,PASS_REVIEW_ONLY_ASOF_SAFE,REVIEW_ONLY_NOT_PRODUCTION_NOT_RANKING,PYF,yes,review_only_wr_te_role_age_context_not_ranking_input
REFINE_026_WRTE_THREE_75_20_5_LATE_010,GAUNTLET_103_HYBRID_WR_TE_THREE_65_ROLE_AGE,C02,wr_te_hybrid_role_age,B_WR_TE_HYBRID_ROLE_AGE_REFINEMENT,wrte_three_75_20_5_late_010,modifier,base=three;late_guard=0.010;w1=0.750;w2=0.200;w3=0.050,pyf_prior_nwr_points;prior_2yr_weighted_nwr_points;prior_3yr_weighted_nwr_points;age_bucket;lifecycle_bucket;role_archetype;role_usage_bucket,base=three;late_guard=0.010;w1=0.750;w2=0.200;w3=0.050,WR/TE,REVIEW_ONLY_SAFE_FORMULA_DATA_MART_FIELDS,PASS_NO_BLOCKED_INPUTS,PASS_REVIEW_ONLY_ASOF_SAFE,REVIEW_ONLY_NOT_PRODUCTION_NOT_RANKING,PYF,yes,review_only_wr_te_role_age_context_not_ranking_input
REFINE_027_WRTE_THREE_75_20_5_YOUNG_010,GAUNTLET_103_HYBRID_WR_TE_THREE_65_ROLE_AGE,C02,wr_te_hybrid_role_age,B_WR_TE_HYBRID_ROLE_AGE_REFINEMENT,wrte_three_75_20_5_young_010,modifier,base=three;w1=0.750;w2=0.200;w3=0.050;young_context=0.010,pyf_prior_nwr_points;prior_2yr_weighted_nwr_points;prior_3yr_weighted_nwr_points;age_bucket;lifecycle_bucket;role_archetype;role_usage_bucket,base=three;w1=0.750;w2=0.200;w3=0.050;young_context=0.010,WR/TE,REVIEW_ONLY_SAFE_FORMULA_DATA_MART_FIELDS,PASS_NO_BLOCKED_INPUTS,PASS_REVIEW_ONLY_ASOF_SAFE,REVIEW_ONLY_NOT_PRODUCTION_NOT_RANKING,PYF,yes,review_only_wr_te_role_age_context_not_ranking_input
REFINE_028_WRTE_THREE_75_20_5_LOWSPARSE_YOUNG_010,GAUNTLET_103_HYBRID_WR_TE_THREE_65_ROLE_AGE,C02,wr_te_hybrid_role_age,B_WR_TE_HYBRID_ROLE_AGE_REFINEMENT,wrte_three_75_20_5_lowsparse_young_010,modifier,base=three;low_sparse_young_context=0.010;w1=0.750;w2=0.200;w3=0.050,pyf_prior_nwr_points;prior_2yr_weighted_nwr_points;prior_3yr_weighted_nwr_points;age_bucket;lifecycle_bucket;role_archetype;role_usage_bucket,base=three;low_sparse_young_context=0.010;w1=0.750;w2=0.200;w3=0.050,WR/TE,REVIEW_ONLY_SAFE_FORMULA_DATA_MART_FIELDS,PASS_NO_BLOCKED_INPUTS,PASS_REVIEW_ONLY_ASOF_SAFE,REVIEW_ONLY_NOT_PRODUCTION_NOT_RANKING,PYF,yes,review_only_wr_te_role_age_context_not_ranking_input
REFINE_029_WRTE_THREE_70_20_10_PLAIN,GAUNTLET_103_HYBRID_WR_TE_THREE_65_ROLE_AGE,C02,wr_te_hybrid_role_age,B_WR_TE_HYBRID_ROLE_AGE_REFINEMENT,wrte_three_70_20_10_plain,modifier,base=three;w1=0.700;w2=0.200;w3=0.100,pyf_prior_nwr_points;prior_2yr_weighted_nwr_points;prior_3yr_weighted_nwr_points;age_bucket;lifecycle_bucket;role_archetype;role_usage_bucket,base=three;w1=0.700;w2=0.200;w3=0.100,WR/TE,REVIEW_ONLY_SAFE_FORMULA_DATA_MART_FIELDS,PASS_NO_BLOCKED_INPUTS,PASS_REVIEW_ONLY_ASOF_SAFE,REVIEW_ONLY_NOT_PRODUCTION_NOT_RANKING,PYF,yes,review_only_wr_te_role_age_context_not_ranking_input
REFINE_030_WRTE_THREE_70_20_10_LATE_010,GAUNTLET_103_HYBRID_WR_TE_THREE_65_ROLE_AGE,C02,wr_te_hybrid_role_age,B_WR_TE_HYBRID_ROLE_AGE_REFINEMENT,wrte_three_70_20_10_late_010,modifier,base=three;late_guard=0.010;w1=0.700;w2=0.200;w3=0.100,pyf_prior_nwr_points;prior_2yr_weighted_nwr_points;prior_3yr_weighted_nwr_points;age_bucket;lifecycle_bucket;role_archetype;role_usage_bucket,base=three;late_guard=0.010;w1=0.700;w2=0.200;w3=0.100,WR/TE,REVIEW_ONLY_SAFE_FORMULA_DATA_MART_FIELDS,PASS_NO_BLOCKED_INPUTS,PASS_REVIEW_ONLY_ASOF_SAFE,REVIEW_ONLY_NOT_PRODUCTION_NOT_RANKING,PYF,yes,review_only_wr_te_role_age_context_not_ranking_input
