board_row_key,safe_visible_identifier,final_board_rank,player,position,nfl_team,asset_type,final_tier,review_card_type,manual_review_trigger,warning_severity_display_only,risk_notes,posture_note,source_status,guardrail_status,display_only,allowed_use,forbidden_use
rank_20|barion_brown|wr|no,barion_brown|wr|no,20,Barion Brown,WR,NO,rookie,Tier 2 - Strong Draft Considers,manual_review_card,needs_manual_review_true,critical_trap_guard,"rookie_warning=critical_trap_guard; manual_question=Does Barion Brown's NFL draft capital/role (round=6; pick=190; needs_data: nfl_depth_chart_target_earning_role) actually support rank 20, or is this production profile a trap?",uses repaired WR safe_no_snap_no_depth_rank research evidence,pinned_rookie_pool; final_board_candidate_only,FINAL_BOARD_CANDIDATE_ONLY; NOT_LATEST_APPROVED; NOT_PRIVATE_VALUE_APPROVED; NOT_RANKINGS_APPROVED; NOT_MOCK_DRAFT_APPROVED; NOT_FINAL_ADVICE,true,streamlit_display_only_manual_review_card,automatic_recommendations|rank_overrides|hidden_sort|private_value|final_draft_advice
rank_21|demond_claiborne|rb|min,demond_claiborne|rb|min,21,Demond Claiborne,RB,MIN,rookie,Tier 2 - Strong Draft Considers,manual_review_card,needs_manual_review_true,manual_review,"rookie_warning=manual_review; manual_question=Does Demond Claiborne have a credible early-down, goal-line, or first-down role path?",uses audited RB role_usage_core research evidence,pinned_rookie_pool; final_board_candidate_only,FINAL_BOARD_CANDIDATE_ONLY; NOT_LATEST_APPROVED; NOT_PRIVATE_VALUE_APPROVED; NOT_RANKINGS_APPROVED; NOT_MOCK_DRAFT_APPROVED; NOT_FINAL_ADVICE,true,streamlit_display_only_manual_review_card,automatic_recommendations|rank_overrides|hidden_sort|private_value|final_draft_advice
rank_22|lewis_bond|wr|hou,lewis_bond|wr|hou,22,Lewis Bond,WR,HOU,rookie,Tier 2 - Strong Draft Considers,manual_review_card,needs_manual_review_true,manual_review,rookie_warning=manual_review; manual_question=Does Lewis Bond have a credible target-earning path on his NFL depth chart?,uses repaired WR safe_no_snap_no_depth_rank research evidence,pinned_rookie_pool; final_board_candidate_only,FINAL_BOARD_CANDIDATE_ONLY; NOT_LATEST_APPROVED; NOT_PRIVATE_VALUE_APPROVED; NOT_RANKINGS_APPROVED; NOT_MOCK_DRAFT_APPROVED; NOT_FINAL_ADVICE,true,streamlit_display_only_manual_review_card,automatic_recommendations|rank_overrides|hidden_sort|private_value|final_draft_advice
rank_23|j_mari_taylor|rb|jax,j_mari_taylor|rb|jax,23,J'Mari Taylor,RB,JAX,rookie,Tier 2 - Strong Draft Considers,manual_review_card,needs_manual_review_true,manual_review,"rookie_warning=manual_review; manual_question=Does J'Mari Taylor have a credible early-down, goal-line, or first-down role path?",uses audited RB role_usage_core research evidence,pinned_rookie_pool; final_board_candidate_only,FINAL_BOARD_CANDIDATE_ONLY; NOT_LATEST_APPROVED; NOT_PRIVATE_VALUE_APPROVED; NOT_RANKINGS_APPROVED; NOT_MOCK_DRAFT_APPROVED; NOT_FINAL_ADVICE,true,streamlit_display_only_manual_review_card,automatic_recommendations|rank_overrides|hidden_sort|private_value|final_draft_advice
rank_25|kentrel_bullock|rb|cin,kentrel_bullock|rb|cin,25,Kentrel Bullock,RB,CIN,rookie,Tier 2 - Strong Draft Considers,manual_review_card,needs_manual_review_true,critical_trap_guard,"rookie_warning=critical_trap_guard; manual_question=Does Kentrel Bullock's NFL draft capital/role (unavailable; needs_data: nfl_depth_chart_rush_goal_line_first_down_role) actually support rank 24, or is this production profile a trap?",uses audited RB role_usage_core research evidence,pinned_rookie_pool; final_board_candidate_only,FINAL_BOARD_CANDIDATE_ONLY; NOT_LATEST_APPROVED; NOT_PRIVATE_VALUE_APPROVED; NOT_RANKINGS_APPROVED; NOT_MOCK_DRAFT_APPROVED; NOT_FINAL_ADVICE,true,streamlit_display_only_manual_review_card,automatic_recommendations|rank_overrides|hidden_sort|private_value|final_draft_advice
rank_26|kejon_owens|rb|min,kejon_owens|rb|min,26,Kejon Owens,RB,MIN,rookie,Tier 2 - Strong Draft Considers,manual_review_card,needs_manual_review_true,manual_review,"rookie_warning=manual_review; manual_question=Does Kejon Owens have a credible early-down, goal-line, or first-down role path?",uses audited RB role_usage_core research evidence,pinned_rookie_pool; final_board_candidate_only,FINAL_BOARD_CANDIDATE_ONLY; NOT_LATEST_APPROVED; NOT_PRIVATE_VALUE_APPROVED; NOT_RANKINGS_APPROVED; NOT_MOCK_DRAFT_APPROVED; NOT_FINAL_ADVICE,true,streamlit_display_only_manual_review_card,automatic_recommendations|rank_overrides|hidden_sort|private_value|final_draft_advice
rank_27|sieh_bangura|rb|needs_data,sieh_bangura|rb|needs_data,27,Sieh Bangura,RB,needs_data,rookie,Tier 2 - Strong Draft Considers,manual_review_card,needs_manual_review_true,manual_review,"rookie_warning=manual_review; manual_question=Is Sieh Bangura's feature-driven rank move (+18) supported by NFL team, role, and draft-capital context?",uses audited RB role_usage_core research evidence,pinned_rookie_pool; final_board_candidate_only,FINAL_BOARD_CANDIDATE_ONLY; NOT_LATEST_APPROVED; NOT_PRIVATE_VALUE_APPROVED; NOT_RANKINGS_APPROVED; NOT_MOCK_DRAFT_APPROVED; NOT_FINAL_ADVICE,true,streamlit_display_only_manual_review_card,automatic_recommendations|rank_overrides|hidden_sort|private_value|final_draft_advice
rank_29|robert_henry_jr|rb|was,robert_henry_jr|rb|was,29,Robert Henry Jr.,RB,WAS,rookie,Tier 2 - Strong Draft Considers,manual_review_card,needs_manual_review_true,manual_review,"rookie_warning=manual_review; manual_question=Does Robert Henry Jr. have a credible early-down, goal-line, or first-down role path?",uses audited RB role_usage_core research evidence,pinned_rookie_pool; final_board_candidate_only,FINAL_BOARD_CANDIDATE_ONLY; NOT_LATEST_APPROVED; NOT_PRIVATE_VALUE_APPROVED; NOT_RANKINGS_APPROVED; NOT_MOCK_DRAFT_APPROVED; NOT_FINAL_ADVICE,true,streamlit_display_only_manual_review_card,automatic_recommendations|rank_overrides|hidden_sort|private_value|final_draft_advice
rank_32|jacob_de_jesus|wr|needs_data,jacob_de_jesus|wr|needs_data,32,Jacob De Jesus,WR,needs_data,rookie,Tier 3 - Value/Need Dependent,manual_review_card,needs_manual_review_true,manual_review,"rookie_warning=manual_review; manual_question=Is Jacob De Jesus's feature-driven rank move (+18) supported by NFL team, role, and draft-capital context?",uses repaired WR safe_no_snap_no_depth_rank research evidence,pinned_rookie_pool; final_board_candidate_only,FINAL_BOARD_CANDIDATE_ONLY; NOT_LATEST_APPROVED; NOT_PRIVATE_VALUE_APPROVED; NOT_RANKINGS_APPROVED; NOT_MOCK_DRAFT_APPROVED; NOT_FINAL_ADVICE,true,streamlit_display_only_manual_review_card,automatic_recommendations|rank_overrides|hidden_sort|private_value|final_draft_advice
rank_35|dominic_richardson|rb|dal,dominic_richardson|rb|dal,35,Dominic Richardson,RB,DAL,rookie,Tier 3 - Value/Need Dependent,manual_review_card,needs_manual_review_true,manual_review,"rookie_warning=manual_review; manual_question=Does Dominic Richardson have a credible early-down, goal-line, or first-down role path?",uses audited RB role_usage_core research evidence,pinned_rookie_pool; final_board_candidate_only,FINAL_BOARD_CANDIDATE_ONLY; NOT_LATEST_APPROVED; NOT_PRIVATE_VALUE_APPROVED; NOT_RANKINGS_APPROVED; NOT_MOCK_DRAFT_APPROVED; NOT_FINAL_ADVICE,true,streamlit_display_only_manual_review_card,automatic_recommendations|rank_overrides|hidden_sort|private_value|final_draft_advice
rank_36|devin_voisin|wr|needs_data,devin_voisin|wr|needs_data,36,Devin Voisin,WR,needs_data,rookie,Tier 3 - Value/Need Dependent,manual_review_card,needs_manual_review_true,manual_review,"rookie_warning=manual_review; manual_question=Does Devin Voisin have a credible target-earning path on his NFL depth chart, including route/separation evidence?",uses repaired WR safe_no_snap_no_depth_rank research evidence,pinned_rookie_pool; final_board_candidate_only,FINAL_BOARD_CANDIDATE_ONLY; NOT_LATEST_APPROVED; NOT_PRIVATE_VALUE_APPROVED; NOT_RANKINGS_APPROVED; NOT_MOCK_DRAFT_APPROVED; NOT_FINAL_ADVICE,true,streamlit_display_only_manual_review_card,automatic_recommendations|rank_overrides|hidden_sort|private_value|final_draft_advice
rank_40|drake_maye|qb|ne,drake_maye|qb|ne,40,Drake Maye,QB,NE,dropped_veteran,Tier 3 - Value/Need Dependent,manual_review_card,needs_manual_review_true,none,veteran_trust_status=Scored + Warnings; Tim/Master manual dropped-veterans source for first live-test candidate. Exact local identity match: Drake Maye.,baseline/control preferred; no V1 candidate promoted,pinned_dropped_veteran_pool; candidate_value_display_only; final_board_candidate_only,FINAL_BOARD_CANDIDATE_ONLY; NOT_LATEST_APPROVED; NOT_PRIVATE_VALUE_APPROVED; NOT_RANKINGS_APPROVED; NOT_MOCK_DRAFT_APPROVED; NOT_FINAL_ADVICE,true,streamlit_display_only_manual_review_card,automatic_recommendations|rank_overrides|hidden_sort|private_value|final_draft_advice
rank_41|roman_hemby|rb|lv,roman_hemby|rb|lv,41,Roman Hemby,RB,LV,rookie,Tier 3 - Value/Need Dependent,manual_review_card,needs_manual_review_true,manual_review,"rookie_warning=manual_review; manual_question=Does Roman Hemby have a credible early-down, goal-line, or first-down role path?",uses audited RB role_usage_core research evidence,pinned_rookie_pool; final_board_candidate_only,FINAL_BOARD_CANDIDATE_ONLY; NOT_LATEST_APPROVED; NOT_PRIVATE_VALUE_APPROVED; NOT_RANKINGS_APPROVED; NOT_MOCK_DRAFT_APPROVED; NOT_FINAL_ADVICE,true,streamlit_display_only_manual_review_card,automatic_recommendations|rank_overrides|hidden_sort|private_value|final_draft_advice
rank_44|barika_kpeenu|rb|needs_data,barika_kpeenu|rb|needs_data,44,Barika Kpeenu,RB,needs_data,rookie,Tier 3 - Value/Need Dependent,manual_review_card,needs_manual_review_true,manual_review,"rookie_warning=manual_review; manual_question=Does Barika Kpeenu have a credible early-down, goal-line, or first-down role path?",uses audited RB role_usage_core research evidence,pinned_rookie_pool; final_board_candidate_only,FINAL_BOARD_CANDIDATE_ONLY; NOT_LATEST_APPROVED; NOT_PRIVATE_VALUE_APPROVED; NOT_RANKINGS_APPROVED; NOT_MOCK_DRAFT_APPROVED; NOT_FINAL_ADVICE,true,streamlit_display_only_manual_review_card,automatic_recommendations|rank_overrides|hidden_sort|private_value|final_draft_advice
rank_50|deion_burks|wr|ind,deion_burks|wr|ind,50,Deion Burks,WR,IND,rookie,Tier 3 - Value/Need Dependent,manual_review_card,needs_manual_review_true,critical_trap_guard,"rookie_warning=critical_trap_guard; manual_question=Does Deion Burks's NFL draft capital/role (round=8; pick=254; needs_data: nfl_depth_chart_target_earning_role) actually support rank 45, or is this production profile a trap?",uses repaired WR safe_no_snap_no_depth_rank research evidence,pinned_rookie_pool; final_board_candidate_only,FINAL_BOARD_CANDIDATE_ONLY; NOT_LATEST_APPROVED; NOT_PRIVATE_VALUE_APPROVED; NOT_RANKINGS_APPROVED; NOT_MOCK_DRAFT_APPROVED; NOT_FINAL_ADVICE,true,streamlit_display_only_manual_review_card,automatic_recommendations|rank_overrides|hidden_sort|private_value|final_draft_advice
rank_52|braylon_james|wr|needs_data,braylon_james|wr|needs_data,52,Braylon James,WR,needs_data,rookie,Tier 4 - Manual Review / Discount Only,manual_review_card,needs_manual_review_true,critical_trap_guard,"rookie_warning=critical_trap_guard; manual_question=Is Braylon James missing model context because of a join/data issue, and should he stay a manual hold?",uses repaired WR safe_no_snap_no_depth_rank research evidence,pinned_rookie_pool; final_board_candidate_only,FINAL_BOARD_CANDIDATE_ONLY; NOT_LATEST_APPROVED; NOT_PRIVATE_VALUE_APPROVED; NOT_RANKINGS_APPROVED; NOT_MOCK_DRAFT_APPROVED; NOT_FINAL_ADVICE,true,streamlit_display_only_manual_review_card,automatic_recommendations|rank_overrides|hidden_sort|private_value|final_draft_advice
rank_53|jordyn_tyson|wr|no,jordyn_tyson|wr|no,53,Jordyn Tyson,WR,NO,rookie,Tier 4 - Manual Review / Discount Only,manual_review_card,needs_manual_review_true,manual_review,"rookie_warning=manual_review; manual_question=Is Jordyn Tyson's feature-driven rank move (-29) supported by NFL team, role, and draft-capital context?",uses repaired WR safe_no_snap_no_depth_rank research evidence,pinned_rookie_pool; final_board_candidate_only,FINAL_BOARD_CANDIDATE_ONLY; NOT_LATEST_APPROVED; NOT_PRIVATE_VALUE_APPROVED; NOT_RANKINGS_APPROVED; NOT_MOCK_DRAFT_APPROVED; NOT_FINAL_ADVICE,true,streamlit_display_only_manual_review_card,automatic_recommendations|rank_overrides|hidden_sort|private_value|final_draft_advice
rank_55|eli_stowers|te|phi,eli_stowers|te|phi,55,Eli Stowers,TE,PHI,rookie,Tier 4 - Manual Review / Discount Only,manual_review_card,needs_manual_review_true,manual_review,rookie_warning=manual_review; manual_question=Is Eli Stowers an actual exception case in this 10-team 1QB non-PPR format?,baseline/reference preferred; no V1 candidate promoted,pinned_rookie_pool; final_board_candidate_only,FINAL_BOARD_CANDIDATE_ONLY; NOT_LATEST_APPROVED; NOT_PRIVATE_VALUE_APPROVED; NOT_RANKINGS_APPROVED; NOT_MOCK_DRAFT_APPROVED; NOT_FINAL_ADVICE,true,streamlit_display_only_manual_review_card,automatic_recommendations|rank_overrides|hidden_sort|private_value|final_draft_advice
rank_56|kaelon_black|rb|sf,kaelon_black|rb|sf,56,Kaelon Black,RB,SF,rookie,Tier 4 - Manual Review / Discount Only,manual_review_card,needs_manual_review_true,manual_review,"rookie_warning=manual_review; manual_question=Does Kaelon Black have a credible early-down, goal-line, or first-down role path?",uses audited RB role_usage_core research evidence,pinned_rookie_pool; final_board_candidate_only,FINAL_BOARD_CANDIDATE_ONLY; NOT_LATEST_APPROVED; NOT_PRIVATE_VALUE_APPROVED; NOT_RANKINGS_APPROVED; NOT_MOCK_DRAFT_APPROVED; NOT_FINAL_ADVICE,true,streamlit_display_only_manual_review_card,automatic_recommendations|rank_overrides|hidden_sort|private_value|final_draft_advice
rank_57|sam_roush|te|chi,sam_roush|te|chi,57,Sam Roush,TE,CHI,rookie,Tier 4 - Manual Review / Discount Only,manual_review_card,needs_manual_review_true,manual_review,rookie_warning=manual_review; manual_question=Is Sam Roush an actual exception case in this 10-team 1QB non-PPR format?,baseline/reference preferred; no V1 candidate promoted,pinned_rookie_pool; final_board_candidate_only,FINAL_BOARD_CANDIDATE_ONLY; NOT_LATEST_APPROVED; NOT_PRIVATE_VALUE_APPROVED; NOT_RANKINGS_APPROVED; NOT_MOCK_DRAFT_APPROVED; NOT_FINAL_ADVICE,true,streamlit_display_only_manual_review_card,automatic_recommendations|rank_overrides|hidden_sort|private_value|final_draft_advice
rank_58|jamal_haynes|rb|cin,jamal_haynes|rb|cin,58,Jamal Haynes,RB,CIN,rookie,Tier 4 - Manual Review / Discount Only,manual_review_card,needs_manual_review_true,manual_review,"rookie_warning=manual_review; manual_question=Does Jamal Haynes have a credible early-down, goal-line, or first-down role path?",uses audited RB role_usage_core research evidence,pinned_rookie_pool; final_board_candidate_only,FINAL_BOARD_CANDIDATE_ONLY; NOT_LATEST_APPROVED; NOT_PRIVATE_VALUE_APPROVED; NOT_RANKINGS_APPROVED; NOT_MOCK_DRAFT_APPROVED; NOT_FINAL_ADVICE,true,streamlit_display_only_manual_review_card,automatic_recommendations|rank_overrides|hidden_sort|private_value|final_draft_advice
rank_59|jamarion_miller|rb|needs_data,jamarion_miller|rb|needs_data,59,Jamarion Miller,RB,needs_data,rookie,Tier 4 - Manual Review / Discount Only,manual_review_card,needs_manual_review_true,manual_review,"rookie_warning=manual_review; manual_question=Does Jamarion Miller have a credible early-down, goal-line, or first-down role path?",uses audited RB role_usage_core research evidence,pinned_rookie_pool; final_board_candidate_only,FINAL_BOARD_CANDIDATE_ONLY; NOT_LATEST_APPROVED; NOT_PRIVATE_VALUE_APPROVED; NOT_RANKINGS_APPROVED; NOT_MOCK_DRAFT_APPROVED; NOT_FINAL_ADVICE,true,streamlit_display_only_manual_review_card,automatic_recommendations|rank_overrides|hidden_sort|private_value|final_draft_advice
rank_60|dak_prescott|qb|dal,dak_prescott|qb|dal,60,Dak Prescott,QB,DAL,dropped_veteran,Tier 4 - Manual Review / Discount Only,manual_review_card,needs_manual_review_true,none,veteran_trust_status=Scored + Warnings; Tim/Master manual dropped-veterans source for first live-test candidate. Exact local identity match: Dak Prescott.,baseline/control preferred; no V1 candidate promoted,pinned_dropped_veteran_pool; candidate_value_display_only; final_board_candidate_only,FINAL_BOARD_CANDIDATE_ONLY; NOT_LATEST_APPROVED; NOT_PRIVATE_VALUE_APPROVED; NOT_RANKINGS_APPROVED; NOT_MOCK_DRAFT_APPROVED; NOT_FINAL_ADVICE,true,streamlit_display_only_manual_review_card,automatic_recommendations|rank_overrides|hidden_sort|private_value|final_draft_advice
rank_61|chip_trayanum|rb|needs_data,chip_trayanum|rb|needs_data,61,Chip Trayanum,RB,needs_data,rookie,Tier 4 - Manual Review / Discount Only,manual_review_card,needs_manual_review_true,critical_trap_guard,"rookie_warning=critical_trap_guard; manual_question=Is Chip Trayanum missing model context because of a join/data issue, and should he stay a manual hold?",uses audited RB role_usage_core research evidence,pinned_rookie_pool; final_board_candidate_only,FINAL_BOARD_CANDIDATE_ONLY; NOT_LATEST_APPROVED; NOT_PRIVATE_VALUE_APPROVED; NOT_RANKINGS_APPROVED; NOT_MOCK_DRAFT_APPROVED; NOT_FINAL_ADVICE,true,streamlit_display_only_manual_review_card,automatic_recommendations|rank_overrides|hidden_sort|private_value|final_draft_advice
rank_64|keenan_allen|wr|unknown,keenan_allen|wr|unknown,64,Keenan Allen,WR,UNKNOWN,dropped_veteran,Tier 4 - Manual Review / Discount Only,manual_review_card,needs_manual_review_true,none,veteran_trust_status=Capped Score; nfl_team_unknown; Tim/Master manual dropped-veterans source for first live-test candidate. Exact local identity match: Keenan Allen. NFL team unavailable in local player universe; manual review required. Tim approved NFL free-agent status with blank/UNKNOWN team acceptable 2026-06-20. Sleeper transaction evidence showed completed drop.,uses repaired WR safe_no_snap_no_depth_rank research evidence,pinned_dropped_veteran_pool; candidate_value_display_only; final_board_candidate_only,FINAL_BOARD_CANDIDATE_ONLY; NOT_LATEST_APPROVED; NOT_PRIVATE_VALUE_APPROVED; NOT_RANKINGS_APPROVED; NOT_MOCK_DRAFT_APPROVED; NOT_FINAL_ADVICE,true,streamlit_display_only_manual_review_card,automatic_recommendations|rank_overrides|hidden_sort|private_value|final_draft_advice
rank_66|darren_waller|te|unknown,darren_waller|te|unknown,66,Darren Waller,TE,UNKNOWN,dropped_veteran,Tier 4 - Manual Review / Discount Only,manual_review_card,needs_manual_review_true,none,veteran_trust_status=Capped Score; nfl_team_unknown; Tim/Master manual dropped-veterans source for first live-test candidate. Exact local identity match: Darren Waller. NFL team unavailable in local player universe; manual review required. Tim approved NFL free-agent status with blank/UNKNOWN team acceptable 2026-06-20. Sleeper transaction evidence showed completed drop.,baseline/reference preferred; no V1 candidate promoted,pinned_dropped_veteran_pool; candidate_value_display_only; final_board_candidate_only,FINAL_BOARD_CANDIDATE_ONLY; NOT_LATEST_APPROVED; NOT_PRIVATE_VALUE_APPROVED; NOT_RANKINGS_APPROVED; NOT_MOCK_DRAFT_APPROVED; NOT_FINAL_ADVICE,true,streamlit_display_only_manual_review_card,automatic_recommendations|rank_overrides|hidden_sort|private_value|final_draft_advice
