stable_player_id,player_name,position,team,feature_anchor_season,prediction_anchor,player_id_sleeper,player_id_gsis,feature_join_status,candidate_feature_ready,missing_required_features,prior_carries,prior_games,prior_interceptions,prior_nwr_points,prior_nwr_ppg,prior_opportunities,prior_passing_attempts,prior_passing_completions,prior_passing_first_downs,prior_passing_td,prior_passing_yards,prior_receiving_first_downs,prior_receiving_yards,prior_receptions,prior_rushing_first_downs,prior_rushing_yards,prior_targets,prior_touches,feature_source_artifact,join_method,review_only,candidate_rank_output_present,production_approved,app_wiring_allowed,model_use_allowed,source_truth_allowed,scoring_feature_status,scoring_missing_reason,scoring_source_artifact,scoring_version_id,prior_games_derivation,prior_nwr_points_derivation,prior_nwr_ppg_derivation
8138,James Cook,RB,BUF,2025,2026_current_board_shadow_review,8138,00-0037248,EXACT_SLEEPER_MATCH_2025_USAGE,true,,309,17,0,277,16.2941,349,0,0,0,0,0,11,291,33,71,1621,40,342,docs/hq/data_sources/nflverse_core_usage_review_dataset_v1_20260701/nwr_nflverse_usage_review_dataset_v1.parquet,stable_player_id_to_player_id_sleeper_exact,true,false,false,false,false,false,EXACT_GSIS_SCORING_MATCH_2025_REG,,local-only player_stats_weekly raw snapshot with tracked source receipt checksum,nwr_1qb_nonppr_fd_v1,count_distinct_2025_reg_player_weeks_after_exact_dedup,sum_nwr_scored_2025_reg_observed_player_week_rows,prior_nwr_points / prior_games when prior_games > 0
9997,Zay Flowers,WR,BAL,2025,2026_current_board_shadow_review,9997,00-0039064,EXACT_SLEEPER_MATCH_2025_USAGE,true,,10,17,0,169.1,9.9471,128,0,0,0,0,0,48,1211,86,4,62,118,96,docs/hq/data_sources/nflverse_core_usage_review_dataset_v1_20260701/nwr_nflverse_usage_review_dataset_v1.parquet,stable_player_id_to_player_id_sleeper_exact,true,false,false,false,false,false,EXACT_GSIS_SCORING_MATCH_2025_REG,,local-only player_stats_weekly raw snapshot with tracked source receipt checksum,nwr_1qb_nonppr_fd_v1,count_distinct_2025_reg_player_weeks_after_exact_dedup,sum_nwr_scored_2025_reg_observed_player_week_rows,prior_nwr_points / prior_games when prior_games > 0
5859,A.J. Brown,WR,PHI,2025,2026_current_board_shadow_review,5859,00-0035676,EXACT_SLEEPER_MATCH_2025_USAGE,true,,0,15,0,147.1,9.8067,121,0,0,0,0,0,47,1003,78,0,0,121,78,docs/hq/data_sources/nflverse_core_usage_review_dataset_v1_20260701/nwr_nflverse_usage_review_dataset_v1.parquet,stable_player_id_to_player_id_sleeper_exact,true,false,false,false,false,false,EXACT_GSIS_SCORING_MATCH_2025_REG,,local-only player_stats_weekly raw snapshot with tracked source receipt checksum,nwr_1qb_nonppr_fd_v1,count_distinct_2025_reg_player_weeks_after_exact_dedup,sum_nwr_scored_2025_reg_observed_player_week_rows,prior_nwr_points / prior_games when prior_games > 0
8144,Chris Olave,WR,NO,2025,2026_current_board_shadow_review,8144,00-0037239,EXACT_SLEEPER_MATCH_2025_USAGE,true,,1,16,1,172.2,10.7625,157,1,0,0,0,0,53,1163,100,0,-3,156,101,docs/hq/data_sources/nflverse_core_usage_review_dataset_v1_20260701/nwr_nflverse_usage_review_dataset_v1.parquet,stable_player_id_to_player_id_sleeper_exact,true,false,false,false,false,false,EXACT_GSIS_SCORING_MATCH_2025_REG,,local-only player_stats_weekly raw snapshot with tracked source receipt checksum,nwr_1qb_nonppr_fd_v1,count_distinct_2025_reg_player_weeks_after_exact_dedup,sum_nwr_scored_2025_reg_observed_player_week_rows,prior_nwr_points / prior_games when prior_games > 0
8150,Kyren Williams,RB,LAR,2025,2026_current_board_shadow_review,8150,00-0037840,EXACT_SLEEPER_MATCH_2025_USAGE,true,,259,17,0,238.7667,14.0451,309,0,0,0,0,0,12,281,36,76,1252,50,295,docs/hq/data_sources/nflverse_core_usage_review_dataset_v1_20260701/nwr_nflverse_usage_review_dataset_v1.parquet,stable_player_id_to_player_id_sleeper_exact,true,false,false,false,false,false,EXACT_GSIS_SCORING_MATCH_2025_REG,,local-only player_stats_weekly raw snapshot with tracked source receipt checksum,nwr_1qb_nonppr_fd_v1,count_distinct_2025_reg_player_weeks_after_exact_dedup,sum_nwr_scored_2025_reg_observed_player_week_rows,prior_nwr_points / prior_games when prior_games > 0
7569,Nico Collins,WR,HOU,2025,2026_current_board_shadow_review,7569,00-0036554,EXACT_SLEEPER_MATCH_2025_USAGE,true,,2,15,0,161.8,10.7867,122,0,0,0,0,0,48,1117,71,1,15,120,73,docs/hq/data_sources/nflverse_core_usage_review_dataset_v1_20260701/nwr_nflverse_usage_review_dataset_v1.parquet,stable_player_id_to_player_id_sleeper_exact,true,false,false,false,false,false,EXACT_GSIS_SCORING_MATCH_2025_REG,,local-only player_stats_weekly raw snapshot with tracked source receipt checksum,nwr_1qb_nonppr_fd_v1,count_distinct_2025_reg_player_weeks_after_exact_dedup,sum_nwr_scored_2025_reg_observed_player_week_rows,prior_nwr_points / prior_games when prior_games > 0
7553,Kyle Pitts,TE,ATL,2025,2026_current_board_shadow_review,7553,00-0036970,EXACT_SLEEPER_MATCH_2025_USAGE,true,,0,17,0,133.2,7.8353,118,0,0,0,0,0,51,928,88,0,0,118,88,docs/hq/data_sources/nflverse_core_usage_review_dataset_v1_20260701/nwr_nflverse_usage_review_dataset_v1.parquet,stable_player_id_to_player_id_sleeper_exact,true,false,false,false,false,false,EXACT_GSIS_SCORING_MATCH_2025_REG,,local-only player_stats_weekly raw snapshot with tracked source receipt checksum,nwr_1qb_nonppr_fd_v1,count_distinct_2025_reg_player_weeks_after_exact_dedup,sum_nwr_scored_2025_reg_observed_player_week_rows,prior_nwr_points / prior_games when prior_games > 0
4034,Christian McCaffrey,RB,SF,2025,2026_current_board_shadow_review,4034,00-0033280,EXACT_SLEEPER_MATCH_2025_USAGE,true,,311,17,0,329.4,19.3765,440,1,0,0,0,0,48,924,102,74,1202,129,413,docs/hq/data_sources/nflverse_core_usage_review_dataset_v1_20260701/nwr_nflverse_usage_review_dataset_v1.parquet,stable_player_id_to_player_id_sleeper_exact,true,false,false,false,false,false,EXACT_GSIS_SCORING_MATCH_2025_REG,,local-only player_stats_weekly raw snapshot with tracked source receipt checksum,nwr_1qb_nonppr_fd_v1,count_distinct_2025_reg_player_weeks_after_exact_dedup,sum_nwr_scored_2025_reg_observed_player_week_rows,prior_nwr_points / prior_games when prior_games > 0
8112,Drake London,WR,ATL,2025,2026_current_board_shadow_review,8112,00-0037238,EXACT_SLEEPER_MATCH_2025_USAGE,true,,0,12,0,139.3,11.6083,112,0,0,0,0,0,46,919,68,0,0,112,68,docs/hq/data_sources/nflverse_core_usage_review_dataset_v1_20260701/nwr_nflverse_usage_review_dataset_v1.parquet,stable_player_id_to_player_id_sleeper_exact,true,false,false,false,false,false,EXACT_GSIS_SCORING_MATCH_2025_REG,,local-only player_stats_weekly raw snapshot with tracked source receipt checksum,nwr_1qb_nonppr_fd_v1,count_distinct_2025_reg_player_weeks_after_exact_dedup,sum_nwr_scored_2025_reg_observed_player_week_rows,prior_nwr_points / prior_games when prior_games > 0
6786,CeeDee Lamb,WR,DAL,2025,2026_current_board_shadow_review,6786,00-0036358,EXACT_SLEEPER_MATCH_2025_USAGE,true,,1,13,0,137.1,10.5462,118,0,0,0,0,0,43,1077,75,0,2,117,76,docs/hq/data_sources/nflverse_core_usage_review_dataset_v1_20260701/nwr_nflverse_usage_review_dataset_v1.parquet,stable_player_id_to_player_id_sleeper_exact,true,false,false,false,false,false,EXACT_GSIS_SCORING_MATCH_2025_REG,,local-only player_stats_weekly raw snapshot with tracked source receipt checksum,nwr_1qb_nonppr_fd_v1,count_distinct_2025_reg_player_weeks_after_exact_dedup,sum_nwr_scored_2025_reg_observed_player_week_rows,prior_nwr_points / prior_games when prior_games > 0
4984,Josh Allen,QB,BUF,2025,2026_current_board_shadow_review,4984,00-0034857,EXACT_SLEEPER_MATCH_2025_USAGE,true,,112,16,10,320.5665,20.0354,112,460,319,178,25,3668,0,0,0,51,579,0,112,docs/hq/data_sources/nflverse_core_usage_review_dataset_v1_20260701/nwr_nflverse_usage_review_dataset_v1.parquet,stable_player_id_to_player_id_sleeper_exact,true,false,false,false,false,false,EXACT_GSIS_SCORING_MATCH_2025_REG,,local-only player_stats_weekly raw snapshot with tracked source receipt checksum,nwr_1qb_nonppr_fd_v1,count_distinct_2025_reg_player_weeks_after_exact_dedup,sum_nwr_scored_2025_reg_observed_player_week_rows,prior_nwr_points / prior_games when prior_games > 0
6794,Justin Jefferson,WR,MIN,2025,2026_current_board_shadow_review,6794,00-0036322,EXACT_SLEEPER_MATCH_2025_USAGE,true,,2,17,0,132.3,7.7824,143,0,0,0,0,0,47,1048,84,0,7,141,86,docs/hq/data_sources/nflverse_core_usage_review_dataset_v1_20260701/nwr_nflverse_usage_review_dataset_v1.parquet,stable_player_id_to_player_id_sleeper_exact,true,false,false,false,false,false,EXACT_GSIS_SCORING_MATCH_2025_REG,,local-only player_stats_weekly raw snapshot with tracked source receipt checksum,nwr_1qb_nonppr_fd_v1,count_distinct_2025_reg_player_weeks_after_exact_dedup,sum_nwr_scored_2025_reg_observed_player_week_rows,prior_nwr_points / prior_games when prior_games > 0
11564,Drake Maye,QB,NE,2025,2026_current_board_shadow_review,11564,00-0039851,EXACT_SLEEPER_MATCH_2025_USAGE,true,,103,17,8,310.0668,18.2392,104,492,354,204,31,4394,0,2,1,41,450,1,104,docs/hq/data_sources/nflverse_core_usage_review_dataset_v1_20260701/nwr_nflverse_usage_review_dataset_v1.parquet,stable_player_id_to_player_id_sleeper_exact,true,false,false,false,false,false,EXACT_GSIS_SCORING_MATCH_2025_REG,,local-only player_stats_weekly raw snapshot with tracked source receipt checksum,nwr_1qb_nonppr_fd_v1,count_distinct_2025_reg_player_weeks_after_exact_dedup,sum_nwr_scored_2025_reg_observed_player_week_rows,prior_nwr_points / prior_games when prior_games > 0
9224,Chase Brown,RB,CIN,2025,2026_current_board_shadow_review,9224,00-0038597,EXACT_SLEEPER_MATCH_2025_USAGE,true,,232,17,0,219.6,12.9176,320,0,0,0,0,0,18,437,69,52,1019,88,301,docs/hq/data_sources/nflverse_core_usage_review_dataset_v1_20260701/nwr_nflverse_usage_review_dataset_v1.parquet,stable_player_id_to_player_id_sleeper_exact,true,false,false,false,false,false,EXACT_GSIS_SCORING_MATCH_2025_REG,,local-only player_stats_weekly raw snapshot with tracked source receipt checksum,nwr_1qb_nonppr_fd_v1,count_distinct_2025_reg_player_weeks_after_exact_dedup,sum_nwr_scored_2025_reg_observed_player_week_rows,prior_nwr_points / prior_games when prior_games > 0
7525,DeVonta Smith,WR,PHI,2025,2026_current_board_shadow_review,7525,00-0036912,EXACT_SLEEPER_MATCH_2025_USAGE,true,,0,17,0,134.4,7.9059,113,0,0,0,0,0,44,1008,77,0,0,113,77,docs/hq/data_sources/nflverse_core_usage_review_dataset_v1_20260701/nwr_nflverse_usage_review_dataset_v1.parquet,stable_player_id_to_player_id_sleeper_exact,true,false,false,false,false,false,EXACT_GSIS_SCORING_MATCH_2025_REG,,local-only player_stats_weekly raw snapshot with tracked source receipt checksum,nwr_1qb_nonppr_fd_v1,count_distinct_2025_reg_player_weeks_after_exact_dedup,sum_nwr_scored_2025_reg_observed_player_week_rows,prior_nwr_points / prior_games when prior_games > 0
8148,Jameson Williams,WR,DET,2025,2026_current_board_shadow_review,8148,00-0037240,EXACT_SLEEPER_MATCH_2025_USAGE,true,,6,17,0,160.5,9.4412,108,0,0,0,0,0,49,1117,65,0,12,102,71,docs/hq/data_sources/nflverse_core_usage_review_dataset_v1_20260701/nwr_nflverse_usage_review_dataset_v1.parquet,stable_player_id_to_player_id_sleeper_exact,true,false,false,false,false,false,EXACT_GSIS_SCORING_MATCH_2025_REG,,local-only player_stats_weekly raw snapshot with tracked source receipt checksum,nwr_1qb_nonppr_fd_v1,count_distinct_2025_reg_player_weeks_after_exact_dedup,sum_nwr_scored_2025_reg_observed_player_week_rows,prior_nwr_points / prior_games when prior_games > 0
8142,Alec Pierce,WR,IND,2025,2026_current_board_shadow_review,8142,00-0037664,EXACT_SLEEPER_MATCH_2025_USAGE,true,,0,15,0,140.7,9.38,84,0,0,0,0,0,41,1003,47,0,0,84,47,docs/hq/data_sources/nflverse_core_usage_review_dataset_v1_20260701/nwr_nflverse_usage_review_dataset_v1.parquet,stable_player_id_to_player_id_sleeper_exact,true,false,false,false,false,false,EXACT_GSIS_SCORING_MATCH_2025_REG,,local-only player_stats_weekly raw snapshot with tracked source receipt checksum,nwr_1qb_nonppr_fd_v1,count_distinct_2025_reg_player_weeks_after_exact_dedup,sum_nwr_scored_2025_reg_observed_player_week_rows,prior_nwr_points / prior_games when prior_games > 0
7523,Trevor Lawrence,QB,JAX,2025,2026_current_board_shadow_review,7523,00-0036971,EXACT_SLEEPER_MATCH_2025_USAGE,true,,82,17,12,296.2666,17.4274,82,560,341,195,29,4007,0,0,0,42,359,0,82,docs/hq/data_sources/nflverse_core_usage_review_dataset_v1_20260701/nwr_nflverse_usage_review_dataset_v1.parquet,stable_player_id_to_player_id_sleeper_exact,true,false,false,false,false,false,EXACT_GSIS_SCORING_MATCH_2025_REG,,local-only player_stats_weekly raw snapshot with tracked source receipt checksum,nwr_1qb_nonppr_fd_v1,count_distinct_2025_reg_player_weeks_after_exact_dedup,sum_nwr_scored_2025_reg_observed_player_week_rows,prior_nwr_points / prior_games when prior_games > 0
5045,Courtland Sutton,WR,DEN,2025,2026_current_board_shadow_review,5045,00-0034348,EXACT_SLEEPER_MATCH_2025_USAGE,true,,0,17,0,152.5,8.9706,124,0,0,0,0,0,52,1017,74,0,0,124,74,docs/hq/data_sources/nflverse_core_usage_review_dataset_v1_20260701/nwr_nflverse_usage_review_dataset_v1.parquet,stable_player_id_to_player_id_sleeper_exact,true,false,false,false,false,false,EXACT_GSIS_SCORING_MATCH_2025_REG,,local-only player_stats_weekly raw snapshot with tracked source receipt checksum,nwr_1qb_nonppr_fd_v1,count_distinct_2025_reg_player_weeks_after_exact_dedup,sum_nwr_scored_2025_reg_observed_player_week_rows,prior_nwr_points / prior_games when prior_games > 0
12526,Tetairoa McMillan,WR,CAR,2025,2026_current_board_shadow_review,12526,00-0040124,EXACT_SLEEPER_MATCH_2025_USAGE,true,,0,17,0,151.4,8.9059,122,0,0,0,0,0,55,1014,70,0,0,122,70,docs/hq/data_sources/nflverse_core_usage_review_dataset_v1_20260701/nwr_nflverse_usage_review_dataset_v1.parquet,stable_player_id_to_player_id_sleeper_exact,true,false,false,false,false,false,EXACT_GSIS_SCORING_MATCH_2025_REG,,local-only player_stats_weekly raw snapshot with tracked source receipt checksum,nwr_1qb_nonppr_fd_v1,count_distinct_2025_reg_player_weeks_after_exact_dedup,sum_nwr_scored_2025_reg_observed_player_week_rows,prior_nwr_points / prior_games when prior_games > 0
8155,Breece Hall,RB,NYJ,2025,2026_current_board_shadow_review,8155,00-0038120,EXACT_SLEEPER_MATCH_2025_USAGE,true,,243,16,0,190.6333,11.9146,291,1,1,1,1,4,13,350,36,57,1065,48,279,docs/hq/data_sources/nflverse_core_usage_review_dataset_v1_20260701/nwr_nflverse_usage_review_dataset_v1.parquet,stable_player_id_to_player_id_sleeper_exact,true,false,false,false,false,false,EXACT_GSIS_SCORING_MATCH_2025_REG,,local-only player_stats_weekly raw snapshot with tracked source receipt checksum,nwr_1qb_nonppr_fd_v1,count_distinct_2025_reg_player_weeks_after_exact_dedup,sum_nwr_scored_2025_reg_observed_player_week_rows,prior_nwr_points / prior_games when prior_games > 0
5850,Josh Jacobs,RB,GB,2025,2026_current_board_shadow_review,5850,00-0035700,EXACT_SLEEPER_MATCH_2025_USAGE,true,,234,15,0,200.7,13.38,278,0,0,0,0,0,8,282,36,56,929,44,270,docs/hq/data_sources/nflverse_core_usage_review_dataset_v1_20260701/nwr_nflverse_usage_review_dataset_v1.parquet,stable_player_id_to_player_id_sleeper_exact,true,false,false,false,false,false,EXACT_GSIS_SCORING_MATCH_2025_REG,,local-only player_stats_weekly raw snapshot with tracked source receipt checksum,nwr_1qb_nonppr_fd_v1,count_distinct_2025_reg_player_weeks_after_exact_dedup,sum_nwr_scored_2025_reg_observed_player_week_rows,prior_nwr_points / prior_games when prior_games > 0
7526,Jaylen Waddle,WR,DEN,2025,2026_current_board_shadow_review,7526,00-0036613,EXACT_SLEEPER_MATCH_2025_USAGE,true,,2,16,0,137.6667,8.6042,102,1,1,0,0,8,48,910,64,1,28,100,66,docs/hq/data_sources/nflverse_core_usage_review_dataset_v1_20260701/nwr_nflverse_usage_review_dataset_v1.parquet,stable_player_id_to_player_id_sleeper_exact,true,false,false,false,false,false,EXACT_GSIS_SCORING_MATCH_2025_REG,,local-only player_stats_weekly raw snapshot with tracked source receipt checksum,nwr_1qb_nonppr_fd_v1,count_distinct_2025_reg_player_weeks_after_exact_dedup,sum_nwr_scored_2025_reg_observed_player_week_rows,prior_nwr_points / prior_games when prior_games > 0
10232,Michael Wilson,WR,ARI,2025,2026_current_board_shadow_review,10232,00-0038559,EXACT_SLEEPER_MATCH_2025_USAGE,true,,0,17,0,149,8.7647,126,0,0,0,0,0,51,1006,78,0,0,126,78,docs/hq/data_sources/nflverse_core_usage_review_dataset_v1_20260701/nwr_nflverse_usage_review_dataset_v1.parquet,stable_player_id_to_player_id_sleeper_exact,true,false,false,false,false,false,EXACT_GSIS_SCORING_MATCH_2025_REG,,local-only player_stats_weekly raw snapshot with tracked source receipt checksum,nwr_1qb_nonppr_fd_v1,count_distinct_2025_reg_player_weeks_after_exact_dedup,sum_nwr_scored_2025_reg_observed_player_week_rows,prior_nwr_points / prior_games when prior_games > 0
6801,Tee Higgins,WR,CIN,2025,2026_current_board_shadow_review,6801,00-0036410,EXACT_SLEEPER_MATCH_2025_USAGE,true,,0,15,0,147,9.8,98,0,0,0,0,0,41,846,59,0,0,98,59,docs/hq/data_sources/nflverse_core_usage_review_dataset_v1_20260701/nwr_nflverse_usage_review_dataset_v1.parquet,stable_player_id_to_player_id_sleeper_exact,true,false,false,false,false,false,EXACT_GSIS_SCORING_MATCH_2025_REG,,local-only player_stats_weekly raw snapshot with tracked source receipt checksum,nwr_1qb_nonppr_fd_v1,count_distinct_2025_reg_player_weeks_after_exact_dedup,sum_nwr_scored_2025_reg_observed_player_week_rows,prior_nwr_points / prior_games when prior_games > 0
5846,DK Metcalf,WR,PIT,2025,2026_current_board_shadow_review,5846,00-0035640,EXACT_SLEEPER_MATCH_2025_USAGE,true,,2,15,0,129.4,8.6267,101,0,0,0,0,0,37,850,59,1,12,99,61,docs/hq/data_sources/nflverse_core_usage_review_dataset_v1_20260701/nwr_nflverse_usage_review_dataset_v1.parquet,stable_player_id_to_player_id_sleeper_exact,true,false,false,false,false,false,EXACT_GSIS_SCORING_MATCH_2025_REG,,local-only player_stats_weekly raw snapshot with tracked source receipt checksum,nwr_1qb_nonppr_fd_v1,count_distinct_2025_reg_player_weeks_after_exact_dedup,sum_nwr_scored_2025_reg_observed_player_week_rows,prior_nwr_points / prior_games when prior_games > 0
7588,Javonte Williams,RB,DAL,2025,2026_current_board_shadow_review,7588,00-0036997,EXACT_SLEEPER_MATCH_2025_USAGE,true,,252,16,0,213.8,13.3625,303,0,0,0,0,0,7,137,35,68,1201,51,287,docs/hq/data_sources/nflverse_core_usage_review_dataset_v1_20260701/nwr_nflverse_usage_review_dataset_v1.parquet,stable_player_id_to_player_id_sleeper_exact,true,false,false,false,false,false,EXACT_GSIS_SCORING_MATCH_2025_REG,,local-only player_stats_weekly raw snapshot with tracked source receipt checksum,nwr_1qb_nonppr_fd_v1,count_distinct_2025_reg_player_weeks_after_exact_dedup,sum_nwr_scored_2025_reg_observed_player_week_rows,prior_nwr_points / prior_games when prior_games > 0
